file,cohort,channel,sf,n,mean,std,rms,min,max,p1,p99,nan,flat_frac,jump_rate,flat1s_rate,std_med
SC4012E0-PSG.edf,SC,Resp oro-nasal,1.0,85500,122.47105263157894,1076.5770031718775,1083.5207439136675,-2467.0,2781.0,-2191.0,2614.0,0,0.0091463058047462,,,
SC4012E0-PSG.edf,SC,EMG submental,1.0,85500,3.986634900584795,1.3916599173491413,4.222555524337952,-1.722,5.386,0.722,5.15,0,0.0075205557959742,,,
SC4012E0-PSG.edf,SC,Temp rectal,1.0,85500,37.13446704179231,0.2713973834504135,37.13545878291668,34.32014176018901,37.67867690490254,36.68635558180744,37.59480212640283,0,0.0188774137709212,,,
SC4012E0-PSG.edf,SC,Event marker,1.0,85500,1417.188596491228,35.94442784844127,1417.6443559363288,135.0,1557.0,1327.0,1492.0,0,0.0144329173440625,,,
SC4021E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8412000,-0.0270426862723581,16.541709789169825,16.541731894091306,-184.4769230769231,157.15384615384616,-48.69230769230769,49.52307692307693,0,0.0045280605421547,0.0,0.0,14.697281958073289
SC4021E0-PSG.edf,SC,EEG Pz-Oz,100.0,8412000,-0.041068541771561,15.94099429651001,15.941047198552807,-203.61318681318684,182.07667887667887,-45.60976800976804,45.9203907203907,0,0.0036186443398054,0.0,0.0,13.23595400279858
SC4021E0-PSG.edf,SC,EOG horizontal,100.0,8412000,-0.181060358566778,79.00348125187423,79.00368872887327,-593.8827838827839,515.3040293040293,-222.33699633699632,261.8534798534798,0,0.0103388140023942,0.0,0.0,41.16459995081462
SC4021E0-PSG.edf,SC,Resp oro-nasal,1.0,84120,72.93490252020922,566.5872026623183,571.2622499573583,-1690.0,1890.0,-1434.0,1716.0,0,0.0122921099870421,,,
SC4021E0-PSG.edf,SC,EMG submental,1.0,84120,2.9536370660960536,1.0066028271312073,3.120452077793383,-0.004,3.736,0.25,3.606,0,0.010746680298149,,,
SC4021E0-PSG.edf,SC,Temp rectal,1.0,84120,37.15036592468596,0.3441879744189592,37.15196029417294,34.91541755888651,37.72269807280514,36.67558886509636,37.66059957173448,0,0.0209940679275787,,,
SC4021E0-PSG.edf,SC,Event marker,1.0,84120,999.8531978126484,24.850914514532693,1000.1619794455236,104.0,1086.0,943.0,1054.0,0,0.0204828873381756,,,
SC4022E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8268000,-1.2974929465175389,24.886690276207823,24.92049038141425,-193.0,190.0,-78.33382173382172,72.9956043956044,0,0.0036707833463756,0.0,0.0,26.577859156380374
SC4022E0-PSG.edf,SC,EEG Pz-Oz,100.0,8268000,0.1610990576375192,10.484715865610797,10.485953446824109,-175.0,175.0,-26.53846153846154,26.70940170940171,0,0.0053144718365648,0.0,0.0,9.264603843127889
SC4022E0-PSG.edf,SC,EOG horizontal,100.0,8268000,-0.5722327557057869,103.12828969677552,103.12987727185916,-714.1267399267399,652.6131868131869,-287.447619047619,332.7106227106227,0,0.0073040726948145,0.0,0.0,109.290217718189
SC4022E0-PSG.edf,SC,Resp oro-nasal,1.0,82680,75.077793904209,646.5234402373683,650.8680618327227,-1668.0,1829.0,-1456.0,1708.0,0,0.0120223998838882,,,
SC4022E0-PSG.edf,SC,EMG submental,1.0,82680,2.746818529269473,0.9325831950758836,2.900814273350856,-1.19,3.606,0.344,3.466,0,0.009954160064829,,,
SC4022E0-PSG.edf,SC,Temp rectal,1.0,82680,37.20738781844505,0.3314136847598481,37.20886377333524,34.97843240399789,37.809573908469226,36.59547606522882,37.736980536559706,0,0.0156750807339227,,,
SC4022E0-PSG.edf,SC,Event marker,1.0,82680,968.2594944363811,39.33550401957454,969.0581666972682,116.0,1099.0,874.0,1040.0,0,0.0184448287957038,,,
SC4031E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8460000,0.9809753409710772,16.281796669707145,16.311321694249056,-177.65934065934067,187.1054945054945,-47.6901098901099,47.46593406593406,0,0.0037505954498764,0.0,0.0,16.20155844447355
SC4031E0-PSG.edf,SC,EEG Pz-Oz,100.0,8460000,0.9145986491050326,21.242195737570523,21.26187598595674,-194.0,196.0,-56.19047619047619,57.71428571428571,0,0.0018487019488202,0.0,0.0,21.62032477816531
SC4031E0-PSG.edf,SC,EOG horizontal,100.0,8460000,3.6004625352083672,94.54081830514758,94.60935290062172,-486.7589743589744,449.251282051282,-257.0273504273505,296.3965811965812,0,0.0079160850071926,0.0,0.0,95.68664622021883
SC4031E0-PSG.edf,SC,Resp oro-nasal,1.0,84600,33.89277777777778,591.929540188959,592.8990647098426,-1998.0,1979.0,-1582.0,1784.0,0,0.0128606721119634,,,
SC4031E0-PSG.edf,SC,EMG submental,1.0,84600,2.940951938534279,1.0611922446036253,3.126551980181269,0.074,3.976,0.35,3.74,0,0.0081206633648151,,,
SC4031E0-PSG.edf,SC,Temp rectal,1.0,84600,37.46421411992263,0.5233166350312872,37.46786890021783,33.76763636363636,38.41272727272728,36.61272727272727,38.25563636363636,0,0.0201539025283986,,,
SC4031E0-PSG.edf,SC,Event marker,1.0,84600,996.6325295508274,33.417961379682474,997.1926389126902,70.0,1157.0,915.0,1071.0,0,0.0153666118984857,,,
SC4032E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8196000,-0.0006975493569929,26.439767728729045,26.439767737930616,-203.0,203.0,-76.88717948717948,75.99487179487178,0,0.002379212273319,0.0,0.0,27.591933816657864
SC4032E0-PSG.edf,SC,EEG Pz-Oz,100.0,8196000,-0.0571985837220097,15.741387716183754,15.741491635458193,-190.36068376068377,170.56581196581195,-42.936019536019536,41.804884004884,0,0.0027196226447323,0.0,0.0,14.276171688076062
SC4032E0-PSG.edf,SC,EOG horizontal,100.0,8196000,0.0958388635928898,101.03681614810274,101.0368616022553,-565.4798534798535,496.7326007326008,-292.2881562881563,324.1904761904762,0,0.0087262185532193,0.0,0.0,111.21627598204964
SC4032E0-PSG.edf,SC,Resp oro-nasal,1.0,81960,56.756002928257686,90.99025729294966,107.24024799779968,-2002.0,1952.0,-148.0,344.0,0,0.0849083078124428,,,
SC4032E0-PSG.edf,SC,EMG submental,1.0,81960,2.8238155685700344,1.4502338810559146,3.174446829773812,-3.406,4.562,-0.376,3.97,0,0.0725728718017545,,,
SC4032E0-PSG.edf,SC,Temp rectal,1.0,81960,37.12416861374504,0.389008659688128,37.12620668744767,34.22675521821632,38.33965844402277,35.60650853889943,38.14326375711575,0,0.0882880464622555,,,
SC4032E0-PSG.edf,SC,Event marker,1.0,81960,1012.1236212786724,31.20731999458724,1012.6046225311724,81.0,1147.0,938.0,1082.0,0,0.1880330409106992,,,
SC4041E0-PSG.edf,SC,EEG Fpz-Cz,100.0,7710000,-0.0602398868633887,27.44598606030252,27.4460521690514,-193.0,193.0,-80.73479853479853,81.86593406593407,0,0.0028793811665125,0.0,0.0,25.0489504141714
SC4041E0-PSG.edf,SC,EEG Pz-Oz,100.0,7710000,0.4303983688310651,10.714947947529708,10.723588591239574,-193.52747252747253,183.62759462759465,-28.48595848595848,28.90720390720392,0,0.0049312645022885,0.0,0.0,9.273761816042535
SC4041E0-PSG.edf,SC,EOG horizontal,100.0,7710000,-0.3433742037757599,71.66141566865485,71.66223832311937,-654.0,601.1111111111111,-215.3333333333333,245.5555555555556,0,0.0114358124978112,0.0,0.0,61.38338056964514
SC4041E0-PSG.edf,SC,Resp oro-nasal,1.0,77100,83.66317769130998,276.29060285355547,288.6797958406318,-1463.0,1633.0,-758.01,889.0,0,0.0136318240184697,,,
SC4041E0-PSG.edf,SC,EMG submental,1.0,77100,2.2966469001297014,0.9229698518557468,2.47516874804729,-0.742,3.29,0.228,3.144,0,0.0119586505661552,,,
SC4041E0-PSG.edf,SC,Temp rectal,1.0,77100,36.99027099552619,0.3203186608353133,36.99165787535002,35.95377128953771,38.175993511759934,36.08029197080292,37.64071370640714,0,0.0256034449214646,,,
SC4041E0-PSG.edf,SC,Event marker,1.0,77100,902.9062127107652,29.27738861476584,903.3807582829056,90.0,1013.0,845.0,959.0,0,0.0510901568113723,,,
SC4042E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8376000,0.0879056403958982,31.551369399698466,31.551491856928752,-198.0,198.0,-91.43296703296704,94.72087912087912,0,0.0024259818839325,0.0,0.0,32.98572767226294
SC4042E0-PSG.edf,SC,EEG Pz-Oz,100.0,8376000,-0.925452825853967,12.868664777702849,12.901898933636511,-201.00000000000003,194.1159951159952,-36.702075702075696,34.897435897435905,0,0.004114140537417,0.0,0.0,12.118529887288725
SC4042E0-PSG.edf,SC,EOG horizontal,100.0,8376000,-5.740828961927385,69.9887111446974,70.22376239469082,-562.9191697191696,503.3318681318681,-232.89963369963368,211.408547008547,0,0.0114649134012815,0.0,0.0,69.5726423656163
SC4042E0-PSG.edf,SC,Resp oro-nasal,1.0,83760,91.9053605539637,329.980084902987,342.53970825458555,-1470.0,1681.0,-973.41,1145.0,0,0.011342064733342,,,
SC4042E0-PSG.edf,SC,EMG submental,1.0,83760,2.545554918815664,0.8280935576963239,2.676861741854588,-0.562,3.394,0.338,3.252,0,0.0088826275385331,,,
SC4042E0-PSG.edf,SC,Temp rectal,1.0,83760,36.60597333604607,0.3766134234759629,36.60791064169134,35.12544378698225,38.28757396449704,35.945076923076925,37.31360946745562,0,0.022636373404649,,,
SC4042E0-PSG.edf,SC,Event marker,1.0,83760,972.342717287488,26.647472189444496,972.7077914955256,100.0,1074.0,915.0,1032.0,0,0.0203679604579806,,,
SC4051E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8166000,1.191863928549734,40.45211356013694,40.46966803800586,-180.00000000000003,182.0,-105.74358974358977,120.91526251526253,0,0.0018577049445321,0.0,0.0,38.49516535705553
SC4051E0-PSG.edf,SC,EEG Pz-Oz,100.0,8166000,0.6829604520007231,17.775155461046495,17.788271041429763,-177.66105006105005,162.7020757020757,-47.8043956043956,53.55409035409036,0,0.0033272144589939,0.0,0.0,14.599542186827232
SC4051E0-PSG.edf,SC,EOG horizontal,100.0,8166000,2.446863681628312,91.55703798933328,91.58972839383622,-552.4339438339437,497.3797313797315,-273.1579975579974,254.60757020757032,0,0.0079488218819763,0.0,0.0,94.78340513968294
SC4051E0-PSG.edf,SC,Resp oro-nasal,1.0,81660,-4.301273573352927,264.7223396704405,264.7572814389529,-1722.0,1670.0,-1253.82,1029.640000000014,0,0.0204998836625479,,,
SC4051E0-PSG.edf,SC,EMG submental,1.0,81660,2.4940306147440614,0.6962206128461987,2.589384453694077,-3.722,3.408,0.376,3.182,0,0.0129930564910175,,,
SC4051E0-PSG.edf,SC,Temp rectal,1.0,81660,14.059626444344625,0.1552969323359194,14.060484091655862,0.2146944380865186,16.038910505836576,13.88143739986267,14.77650720988786,0,0.0094539487380447,,,
SC4051E0-PSG.edf,SC,Event marker,1.0,81660,780.4041513592946,82.32857792997042,784.7347540429136,85.0,1025.0,612.0,945.0,0,0.0270392730746151,,,
SC4052E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8418000,0.0032665011396101,31.072283431342385,31.072283603039285,-180.00000000000003,180.0,-93.40659340659344,98.15384615384616,0,0.0022214329073805,0.0,0.0,30.01992957636375
SC4052E0-PSG.edf,SC,EEG Pz-Oz,100.0,8418000,-0.0600876745598057,16.936846805496398,16.936953393142677,-182.0,169.91111111111113,-48.13333333333333,49.73333333333333,0,0.0030541732646391,0.0,0.0,16.349818325634228
SC4052E0-PSG.edf,SC,EOG horizontal,100.0,8418000,0.6303776934767203,81.65496054554092,81.65739377258058,-556.3062271062272,499.5733821733821,-254.11086691086692,250.6004884004884,0,0.0104526139850486,0.0,0.0,73.24673372856533
SC4052E0-PSG.edf,SC,Resp oro-nasal,1.0,84180,-50.448586362556426,373.7186936613463,377.10836885161206,-2155.0,24147.0,-1334.21,1311.0,0,0.0729398068401857,,,
SC4052E0-PSG.edf,SC,EMG submental,1.0,84180,2.235053171774769,1.2866030591310214,2.5789164609241912,-48.0,49.38,-0.928,4.0120000000000005,0,0.0637451145772698,,,
SC4052E0-PSG.edf,SC,Temp rectal,1.0,84180,14.071885779641129,0.3762004555962202,14.076913588498616,4.36438544289311,29.11421377889677,13.667658503089951,15.432460517280845,0,0.0618681618931087,,,
SC4052E0-PSG.edf,SC,Event marker,1.0,84180,807.913815633167,144.27533271158308,820.6948916131871,73.0,1328.0,547.0,1205.0,0,0.1753050048111762,,,
SC4061E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8310000,1.0088037361755766,41.8100995045328,41.82226805850032,-194.0,196.0,-121.6190476190476,123.42857142857142,0,0.0019687147637963,0.0,0.0,35.0174776752084
SC4061E0-PSG.edf,SC,EEG Pz-Oz,100.0,8310000,0.9576932723861192,8.235370156844393,8.290868351639464,-187.00000000000003,189.0,-20.623443223443232,22.898901098901096,0,0.006241884767611,0.0,0.0,7.669321587044719
SC4061E0-PSG.edf,SC,EOG horizontal,100.0,8310000,2.187042729047915,143.01744683562964,143.0341681392276,-810.130402930403,738.3579975579976,-388.976800976801,425.1360195360195,0,0.0061901398196628,3.333888981496916e-05,0.0,144.5730525198137
SC4061E0-PSG.edf,SC,Resp oro-nasal,1.0,83100,37.269386281588446,384.03830299214513,385.8424877056607,-23825.0,24189.0,-819.01,968.0,0,0.079976895028821,,,
SC4061E0-PSG.edf,SC,EMG submental,1.0,83100,1.8409195427196148,1.2899368324260572,2.247870502145612,-48.744,6.106,-1.44002,3.3080000000000003,0,0.0748745472268017,,,
SC4061E0-PSG.edf,SC,Temp rectal,1.0,83100,37.12641861887122,0.6568493215604467,37.13222873050986,4.347585259784842,71.95628290226595,35.60196841382467,38.935293202105726,0,0.0813367188534158,,,
SC4061E0-PSG.edf,SC,Event marker,1.0,83100,703.5785078219013,136.9806135244251,716.7889544004017,67.0,24097.0,513.0,1042.0,0,0.2321688588310328,,,
SC4062E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8490000,0.171880988133688,19.26937914567045,19.27014571127268,-146.49768009768013,156.87326007326007,-61.19755799755802,55.68840048840047,0,0.0049187337087558,0.0,0.0,19.84072228284653
SC4062E0-PSG.edf,SC,EEG Pz-Oz,100.0,8490000,-0.3429178228498415,19.57281962502481,19.5758233723893,-201.00000000000003,200.0,-57.63882783882784,53.407326007326006,0,0.0030612521333947,0.0,0.0,15.664010042814748
SC4062E0-PSG.edf,SC,EOG horizontal,100.0,8490000,-2.669246344863073,92.02210964300158,92.0608143522432,-559.8551892551892,522.6356532356533,-250.89426129426127,274.5648351648352,0,0.0114004845706532,0.0,0.0,92.23305287384268
SC4062E0-PSG.edf,SC,Resp oro-nasal,1.0,84900,57.47166077738516,446.4845692857885,450.1682601015168,-2013.0,2184.0,-1146.0,1563.0,0,0.0466789950411665,,,
SC4062E0-PSG.edf,SC,EMG submental,1.0,84900,3.2254159952885746,1.2684403984528825,3.4658692109037665,-0.056,4.418,-0.016,4.168,0,0.0456660266905381,,,
SC4062E0-PSG.edf,SC,Temp rectal,1.0,84900,37.04144923080666,0.422607110826887,37.04385992156527,36.32408917890157,37.86623164763458,36.37955410549211,37.77596519847743,0,0.0605425270026737,,,
SC4062E0-PSG.edf,SC,Event marker,1.0,84900,1334.2804122497057,37.28473182989867,1334.8012472802352,160.0,1474.0,1258.0,1406.0,0,0.0542527002673765,,,
SC4071E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8430000,2.423059646300705,18.713854794196727,18.87007099371413,-185.22051282051285,174.53968253968253,-56.278144078144095,56.78363858363858,0,0.004374856909676,0.0,0.0,16.16394000506976
SC4071E0-PSG.edf,SC,EEG Pz-Oz,100.0,8430000,2.424411022092443,10.638167115158744,10.91092885019824,-132.01929181929182,158.65616605616606,-27.455433455433457,32.71404151404151,0,0.004443658889275,0.0,0.0,10.855810672869673
SC4071E0-PSG.edf,SC,EOG horizontal,100.0,8430000,6.109152614666115,54.58595115407002,54.92674948569053,-468.1638583638585,440.09768009768,-161.9150183150184,191.07936507936492,0,0.011970358209203,0.0,0.0,41.66112125386549
SC4071E0-PSG.edf,SC,Resp oro-nasal,1.0,84300,172.68214709371293,483.75215206538667,513.6489740598998,-2141.0,2289.0,-1203.0,1608.0,0,0.008363088530113,,,
SC4071E0-PSG.edf,SC,EMG submental,1.0,84300,3.724515563463819,1.014452670458316,3.860198233651249,-0.014,4.774,0.39598,4.57,0,0.0072361475225091,,,
SC4071E0-PSG.edf,SC,Temp rectal,1.0,84300,37.40885611919509,0.2808393885534603,37.40991027667405,34.91823260538344,37.94413407821229,36.96190959878111,37.85982732351447,0,0.0152789475557242,,,
SC4071E0-PSG.edf,SC,Event marker,1.0,84300,1154.1199644128114,49.87772472242773,1155.1972470880094,114.0,1307.0,1031.0,1245.0,0,0.0151959097972692,,,
SC4072E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8310000,-0.3610341509192967,24.794987310482707,24.79761563911193,-181.0,180.0,-74.94798534798537,72.18485958485957,0,0.002208185569417,0.0,0.0,28.11175735247737
SC4072E0-PSG.edf,SC,EEG Pz-Oz,100.0,8310000,-0.418143161379338,13.203312392997494,13.2099319396615,-185.1384615384616,169.06593406593407,-37.57655677655678,37.506959706959705,0,0.003220220481613,0.0,0.0,12.856316247432634
SC4072E0-PSG.edf,SC,EOG horizontal,100.0,8310000,-5.090806944573015,70.03094123333388,70.2157321785765,-560.4700854700855,520.2136752136752,-213.46153846153848,227.23931623931625,0,0.0090012142012204,0.0,0.0,76.55044939256925
SC4072E0-PSG.edf,SC,Resp oro-nasal,1.0,83100,104.00232250300844,351.1509466013988,366.2287132176807,-2333.0,2351.0,-1072.01,1402.0,0,0.0503375491883175,,,
SC4072E0-PSG.edf,SC,EMG submental,1.0,83100,3.636607845968713,1.4370788406785224,3.910257308629079,-4.024,5.0280000000000005,-0.434,4.814,0,0.0488814546504771,,,
SC4072E0-PSG.edf,SC,Temp rectal,1.0,83100,37.36097783471139,0.2839913926178831,37.36205716869558,35.28836754643206,38.39296187683284,36.83284457478006,38.173998044965785,0,0.0618659670994837,,,
SC4072E0-PSG.edf,SC,Event marker,1.0,83100,1133.7356799037304,38.813010523657816,1134.3998596935226,121.0,1282.0,1055.0,1219.0,0,0.1515180688094922,,,
SC4081E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8388000,-1.367340278105293,26.87714053216065,26.91189890404695,-163.9076923076923,139.45494505494506,-69.68571428571427,76.9868131868132,0,0.0023366742211185,0.0,0.0,26.90318764798814
SC4081E0-PSG.edf,SC,EEG Pz-Oz,100.0,8388000,-0.8897256834724713,12.602140456265564,12.633509246099276,-139.8693528693529,128.03296703296704,-37.329670329670336,34.58730158730158,0,0.0037529849224903,0.0,0.0,10.416727734622532
SC4081E0-PSG.edf,SC,EOG horizontal,100.0,8388000,-2.388259923910233,95.39667794626682,95.42656835833463,-581.0476190476192,503.098901098901,-261.97069597069606,282.7838827838827,0,0.0079625750626789,0.0,0.0,87.7274501334361
SC4081E0-PSG.edf,SC,Resp oro-nasal,1.0,83880,48.74870052455889,98.09235146803172,109.53787116500388,-1430.0,1631.0,-64.0,163.0,0,0.0201599923699614,,,
SC4081E0-PSG.edf,SC,EMG submental,1.0,83880,2.57380298044826,0.6904929714936309,2.6648156269893133,-1.454,3.19,0.086,3.0340000000000003,0,0.0084288081641412,,,
SC4081E0-PSG.edf,SC,Temp rectal,1.0,83880,37.14569224976609,0.4079606848567733,37.14793244091415,35.24446965399887,38.50141803743619,36.49007373794669,37.80260918888259,0,0.0219244387749019,,,
SC4081E0-PSG.edf,SC,Event marker,1.0,83880,929.934191702432,31.765701763293595,930.4765771935208,117.0,1045.0,859.0,994.0,0,0.0148904970254771,,,
SC4082E0-PSG.edf,SC,EEG Fpz-Cz,100.0,7902000,-7.373243317791911,35.56813758804956,36.32433245781377,-202.0,187.0,-116.5054945054945,101.2205128205128,0,0.0024639362995903,0.0,0.0,31.83734748399164
SC4082E0-PSG.edf,SC,EEG Pz-Oz,100.0,7902000,0.1136082895815621,14.559006097220212,14.559449350245258,-197.0,197.0,-41.32429792429792,40.74700854700855,0,0.0039850721147457,0.0,0.0,10.67823703922886
SC4082E0-PSG.edf,SC,EOG horizontal,100.0,7902000,0.6392896409588894,82.252658410875,82.25514273831826,-485.5079365079365,502.6571428571429,-231.9777777777778,253.2984126984127,0,0.0104543285931771,0.0,0.0,87.58260536235032
SC4082E0-PSG.edf,SC,Resp oro-nasal,1.0,79020,76.54956972918248,270.848332738912,281.4580891947704,-1727.0,1962.0,-1025.62,1624.0,0,0.0179577063744162,,,
SC4082E0-PSG.edf,SC,EMG submental,1.0,79020,1.395993166287016,1.9305901013057647,2.382430494176033,-0.786,3.872,-0.6960000000000001,3.7,0,0.0094281122261734,,,
SC4082E0-PSG.edf,SC,Temp rectal,1.0,79020,37.02342830103552,0.3171399816160845,37.02478657507504,35.26999463231347,37.97852925389157,35.49543746645196,37.510466988727856,0,0.0232349181842341,,,
SC4082E0-PSG.edf,SC,Event marker,1.0,79020,1066.804834219185,56.08472436121401,1068.2780773843936,99.0,1193.0,913.0,1144.0,0,0.0146167377466179,,,
SC4091E0-PSG.edf,SC,EEG Fpz-Cz,100.0,8196000,0.1462248363208833,27.356397960378843,27.356788756529465,-190.3995115995116,153.9208791208791,-74.52063492063492,81.62686202686203,0,0.0026756987258403,0.0,0.0,29.269585955033
SC4091E0-PSG.edf,SC,EEG Pz-Oz,100.0,8196000,0.6224100883065868,15.051827099510126,15.064690283957844,-175.4339438339438,150.83858363858366,-42.62954822954821,43.356288156288166,0,0.0032320683651395,0.0,0.0,13.96650086786606
SC4091E0-PSG.edf,SC,EOG horizontal,100.0,8196000,2.7248346080251924,72.3846516698818,72.4359201019164,-515.4349206349207,508.4713064713064,-212.2671550671552,245.3445665445665,0,0.0112701455223835,0.0,0.0,70.25195742854562
SC4091E0-PSG.edf,SC,Resp oro-nasal,1.0,81960,93.93756710590532,325.5994337125071,338.8794147594123,-2055.0,2253.0,-1479.82,1658.820000000007,0,0.0134335460413133,,,
SC4091E0-PSG.edf,SC,EMG submental,1.0,81960,3.2140994143484627,1.3514218337523107,3.4866568540734817,-2.314,4.368,0.112,4.208,0,0.0075403555436254,,,
SC4091E0-PSG.edf,SC,Temp rectal,1.0,81960,37.304199294009805,0.2848833033145936,37.30528707118749,35.23750643997939,38.19165378670788,36.83565172591448,38.024729520865534,0,0.0214253468197513,,,
SC4091E0-PSG.edf,SC,Event marker,1.0,81960,1283.609504636408,31.75033061776425,1284.0021198920438,143.0,1392.0,1211.0,1349.0,0,0.0142876316206883,,,
