file,ch,sat_frac
SC4212E0-PSG.edf,EEG Pz-Oz,0.0
SC4212E0-PSG.edf,EOG horizontal,0.0
SC4221E0-PSG.edf,EEG Fpz-Cz,4.604938271604938e-05
SC4221E0-PSG.edf,EEG Pz-Oz,0.0
SC4221E0-PSG.edf,EOG horizontal,0.0
SC4222E0-PSG.edf,EEG Fpz-Cz,0.0002068840579710145
SC4222E0-PSG.edf,EEG Pz-Oz,0.0
SC4222E0-PSG.edf,EOG horizontal,0.0
SC4231E0-PSG.edf,EEG Fpz-Cz,4.612770089827628e-06
SC4231E0-PSG.edf,EEG Pz-Oz,1.2138868657441126e-06
SC4231E0-PSG.edf,EOG horizontal,0.0
SC4232E0-PSG.edf,EEG Fpz-Cz,0.0
SC4232E0-PSG.edf,EEG Pz-Oz,0.0
SC4232E0-PSG.edf,EOG horizontal,0.0
SC4241E0-PSG.edf,EEG Fpz-Cz,2.8374043918085368e-05
SC4241E0-PSG.edf,EEG Pz-Oz,3.947693066864051e-06
SC4241E0-PSG.edf,EOG horizontal,0.0
SC4242E0-PSG.edf,EEG Fpz-Cz,4.8585485854858546e-05
SC4242E0-PSG.edf,EEG Pz-Oz,6.150061500615006e-07
SC4242E0-PSG.edf,EOG horizontal,0.0
SC4251E0-PSG.edf,EEG Fpz-Cz,1.4492753623188406e-06
SC4251E0-PSG.edf,EEG Pz-Oz,4.830917874396135e-06
SC4251E0-PSG.edf,EOG horizontal,0.0
SC4252E0-PSG.edf,EEG Fpz-Cz,8.752188047011753e-07
SC4252E0-PSG.edf,EEG Pz-Oz,0.0
SC4252E0-PSG.edf,EOG horizontal,0.0
SC4261F0-PSG.edf,EEG Fpz-Cz,0.0
SC4261F0-PSG.edf,EEG Pz-Oz,0.000665
SC4261F0-PSG.edf,EOG horizontal,0.0
SC4262F0-PSG.edf,EEG Fpz-Cz,9.215686274509804e-05
SC4262F0-PSG.edf,EEG Pz-Oz,3.284313725490196e-05
SC4262F0-PSG.edf,EOG horizontal,0.0
SC4271F0-PSG.edf,EEG Fpz-Cz,7.185792349726777e-05
SC4271F0-PSG.edf,EEG Pz-Oz,0.00010587431693989071
SC4271F0-PSG.edf,EOG horizontal,0.0
SC4272F0-PSG.edf,EEG Fpz-Cz,8.43205574912892e-05
SC4272F0-PSG.edf,EEG Pz-Oz,9.523809523809523e-06
SC4272F0-PSG.edf,EOG horizontal,0.0
SC4281G0-PSG.edf,EEG Fpz-Cz,3.5868005738880917e-07
SC4281G0-PSG.edf,EEG Pz-Oz,0.0
SC4281G0-PSG.edf,EOG horizontal,0.0
SC4282G0-PSG.edf,EEG Fpz-Cz,1.1845534233593935e-07
SC4282G0-PSG.edf,EEG Pz-Oz,1.3503909026297086e-05
SC4282G0-PSG.edf,EOG horizontal,0.0
SC4291G0-PSG.edf,EEG Fpz-Cz,1.7658442186744075e-05
SC4291G0-PSG.edf,EEG Pz-Oz,6.361877116594097e-05
SC4291G0-PSG.edf,EOG horizontal,0.0
SC4292G0-PSG.edf,EEG Fpz-Cz,1.4234875444839857e-05
SC4292G0-PSG.edf,EEG Pz-Oz,0.0001556346381969158
SC4292G0-PSG.edf,EOG horizontal,0.0
SC4301E0-PSG.edf,EEG Fpz-Cz,0.00036621315192743764
SC4301E0-PSG.edf,EEG Pz-Oz,2.217183169564122e-05
SC4301E0-PSG.edf,EOG horizontal,0.0
SC4302E0-PSG.edf,EEG Fpz-Cz,0.00013580246913580247
SC4302E0-PSG.edf,EEG Pz-Oz,1.3532763532763533e-05
SC4302E0-PSG.edf,EOG horizontal,0.0
SC4311E0-PSG.edf,EEG Fpz-Cz,7.490636704119851e-07
SC4311E0-PSG.edf,EEG Pz-Oz,0.0
SC4311E0-PSG.edf,EOG horizontal,0.0
SC4312E0-PSG.edf,EEG Fpz-Cz,9.876543209876544e-07
SC4312E0-PSG.edf,EEG Pz-Oz,0.0
SC4312E0-PSG.edf,EOG horizontal,0.0
SC4321E0-PSG.edf,EEG Fpz-Cz,0.0
SC4321E0-PSG.edf,EEG Pz-Oz,0.0
SC4321E0-PSG.edf,EOG horizontal,0.0
SC4322E0-PSG.edf,EEG Fpz-Cz,0.0
SC4322E0-PSG.edf,EEG Pz-Oz,0.0
SC4322E0-PSG.edf,EOG horizontal,0.0
SC4331F0-PSG.edf,EEG Fpz-Cz,1.8030842230130485e-05
SC4331F0-PSG.edf,EEG Pz-Oz,2.372479240806643e-07
SC4331F0-PSG.edf,EOG horizontal,0.0
SC4332F0-PSG.edf,EEG Fpz-Cz,0.00014565217391304347
SC4332F0-PSG.edf,EEG Pz-Oz,2.4154589371980677e-07
SC4332F0-PSG.edf,EOG horizontal,0.0
SC4341F0-PSG.edf,EEG Fpz-Cz,0.0
SC4341F0-PSG.edf,EEG Pz-Oz,0.0
SC4341F0-PSG.edf,EOG horizontal,0.0
SC4342F0-PSG.edf,EEG Fpz-Cz,1.3142174432497014e-06
SC4342F0-PSG.edf,EEG Pz-Oz,2.389486260454002e-07
SC4342F0-PSG.edf,EOG horizontal,0.0
SC4351F0-PSG.edf,EEG Fpz-Cz,0.0
SC4351F0-PSG.edf,EEG Pz-Oz,0.0
SC4351F0-PSG.edf,EOG horizontal,0.0
SC4352F0-PSG.edf,EEG Fpz-Cz,0.0
SC4352F0-PSG.edf,EEG Pz-Oz,0.0
SC4352F0-PSG.edf,EOG horizontal,0.0
SC4362F0-PSG.edf,EEG Fpz-Cz,5.413356869667549e-05
SC4362F0-PSG.edf,EEG Pz-Oz,0.0
SC4362F0-PSG.edf,EOG horizontal,0.0
SC4371F0-PSG.edf,EEG Fpz-Cz,7.52046783625731e-05
SC4371F0-PSG.edf,EEG Pz-Oz,0.0006623391812865498
SC4371F0-PSG.edf,EOG horizontal,0.0
SC4372F0-PSG.edf,EEG Fpz-Cz,0.003457511737089202
SC4372F0-PSG.edf,EEG Pz-Oz,0.0005769953051643192
SC4372F0-PSG.edf,EOG horizontal,0.0
SC4381F0-PSG.edf,EEG Fpz-Cz,0.0
SC4381F0-PSG.edf,EEG Pz-Oz,0.0
SC4381F0-PSG.edf,EOG horizontal,0.0
SC4382F0-PSG.edf,EEG Fpz-Cz,0.0
SC4382F0-PSG.edf,EEG Pz-Oz,5.896510228640192e-06
SC4382F0-PSG.edf,EOG horizontal,0.0
SC4401E0-PSG.edf,EEG Fpz-Cz,0.0
SC4401E0-PSG.edf,EEG Pz-Oz,0.0
SC4401E0-PSG.edf,EOG horizontal,0.0
SC4402E0-PSG.edf,EEG Fpz-Cz,3.942652329749104e-06
SC4402E0-PSG.edf,EEG Pz-Oz,1.194743130227001e-07
SC4402E0-PSG.edf,EOG horizontal,0.0
SC4411E0-PSG.edf,EEG Fpz-Cz,3.0547409579667644e-06
SC4411E0-PSG.edf,EEG Pz-Oz,2.0772238514173996e-06
SC4411E0-PSG.edf,EOG horizontal,0.0
SC4412E0-PSG.edf,EEG Fpz-Cz,0.0004935852577560065
SC4412E0-PSG.edf,EEG Pz-Oz,2.869139258222533e-05
SC4412E0-PSG.edf,EOG horizontal,0.0
SC4421E0-PSG.edf,EEG Fpz-Cz,0.0
SC4421E0-PSG.edf,EEG Pz-Oz,0.0
SC4421E0-PSG.edf,EOG horizontal,0.0
SC4422E0-PSG.edf,EEG Fpz-Cz,1.8642803877703206e-06
SC4422E0-PSG.edf,EEG Pz-Oz,0.0
SC4422E0-PSG.edf,EOG horizontal,0.0
SC4431E0-PSG.edf,EEG Fpz-Cz,6.1684460260972715e-06
SC4431E0-PSG.edf,EEG Pz-Oz,0.0
SC4431E0-PSG.edf,EOG horizontal,0.0
SC4432E0-PSG.edf,EEG Fpz-Cz,5.755395683453238e-06
SC4432E0-PSG.edf,EEG Pz-Oz,0.0
SC4432E0-PSG.edf,EOG horizontal,0.0
SC4441E0-PSG.edf,EEG Fpz-Cz,0.00020954198473282444
SC4441E0-PSG.edf,EEG Pz-Oz,0.0
SC4441E0-PSG.edf,EOG horizontal,0.0
SC4442E0-PSG.edf,EEG Fpz-Cz,0.00022018238540916725
SC4442E0-PSG.edf,EEG Pz-Oz,0.0
SC4442E0-PSG.edf,EOG horizontal,0.0
SC4451F0-PSG.edf,EEG Fpz-Cz,4.289127837514934e-05
SC4451F0-PSG.edf,EEG Pz-Oz,1.6726403823178017e-06
SC4451F0-PSG.edf,EOG horizontal,0.0
SC4452F0-PSG.edf,EEG Fpz-Cz,3.8701622971285895e-06
SC4452F0-PSG.edf,EEG Pz-Oz,0.0
SC4452F0-PSG.edf,EOG horizontal,0.0
SC4461F0-PSG.edf,EEG Fpz-Cz,7.294757665677547e-06
SC4461F0-PSG.edf,EEG Pz-Oz,0.0
SC4461F0-PSG.edf,EOG horizontal,0.0
SC4462F0-PSG.edf,EEG Fpz-Cz,1.0737628384687208e-05
SC4462F0-PSG.edf,EEG Pz-Oz,5.415499533146592e-05
SC4462F0-PSG.edf,EOG horizontal,0.0
SC4471F0-PSG.edf,EEG Fpz-Cz,7.542579075425791e-06
SC4471F0-PSG.edf,EEG Pz-Oz,0.0
SC4471F0-PSG.edf,EOG horizontal,0.0
SC4472F0-PSG.edf,EEG Fpz-Cz,0.0
SC4472F0-PSG.edf,EEG Pz-Oz,0.0
SC4472F0-PSG.edf,EOG horizontal,0.0
SC4481F0-PSG.edf,EEG Fpz-Cz,2.777777777777778e-06
SC4481F0-PSG.edf,EEG Pz-Oz,0.0
SC4481F0-PSG.edf,EOG horizontal,0.0
SC4482F0-PSG.edf,EEG Fpz-Cz,1.3657407407407408e-05
SC4482F0-PSG.edf,EEG Pz-Oz,3.4722222222222224e-07
SC4482F0-PSG.edf,EOG horizontal,0.0
SC4491G0-PSG.edf,EEG Fpz-Cz,7.571428571428571e-05
SC4491G0-PSG.edf,EEG Pz-Oz,5.7023809523809524e-05
SC4491G0-PSG.edf,EOG horizontal,0.0
SC4492G0-PSG.edf,EEG Fpz-Cz,3.043071161048689e-05
SC4492G0-PSG.edf,EEG Pz-Oz,4.1198501872659175e-05
SC4492G0-PSG.edf,EOG horizontal,0.0
SC4501E0-PSG.edf,EEG Fpz-Cz,2.4242424242424244e-07
SC4501E0-PSG.edf,EEG Pz-Oz,0.0
SC4501E0-PSG.edf,EOG horizontal,0.0
SC4502E0-PSG.edf,EEG Fpz-Cz,2.8399518652226232e-05
SC4502E0-PSG.edf,EEG Pz-Oz,0.0
SC4502E0-PSG.edf,EOG horizontal,0.0
SC4511E0-PSG.edf,EEG Fpz-Cz,2.335299901671583e-06
SC4511E0-PSG.edf,EEG Pz-Oz,1.352015732546706e-06
SC4511E0-PSG.edf,EOG horizontal,0.0
SC4512E0-PSG.edf,EEG Fpz-Cz,1.006060606060606e-05
SC4512E0-PSG.edf,EEG Pz-Oz,0.0
SC4512E0-PSG.edf,EOG horizontal,0.0
SC4522E0-PSG.edf,EEG Fpz-Cz,0.0
SC4522E0-PSG.edf,EEG Pz-Oz,0.0
SC4522E0-PSG.edf,EOG horizontal,0.0
SC4531E0-PSG.edf,EEG Fpz-Cz,0.0
SC4531E0-PSG.edf,EEG Pz-Oz,0.0
SC4531E0-PSG.edf,EOG horizontal,0.0
SC4532E0-PSG.edf,EEG Fpz-Cz,0.0
SC4532E0-PSG.edf,EEG Pz-Oz,0.0
SC4532E0-PSG.edf,EOG horizontal,0.0
SC4541F0-PSG.edf,EEG Fpz-Cz,0.0
SC4541F0-PSG.edf,EEG Pz-Oz,0.0
SC4541F0-PSG.edf,EOG horizontal,0.0
SC4542F0-PSG.edf,EEG Fpz-Cz,0.00018432835820895522
SC4542F0-PSG.edf,EEG Pz-Oz,9.203980099502487e-06
SC4542F0-PSG.edf,EOG horizontal,0.0
SC4551F0-PSG.edf,EEG Fpz-Cz,5.9523809523809524e-05
SC4551F0-PSG.edf,EEG Pz-Oz,0.0
SC4551F0-PSG.edf,EOG horizontal,0.0
SC4552F0-PSG.edf,EEG Fpz-Cz,0.0
SC4552F0-PSG.edf,EEG Pz-Oz,0.0
SC4552F0-PSG.edf,EOG horizontal,0.0
SC4561F0-PSG.edf,EEG Fpz-Cz,3.821499013806706e-06
SC4561F0-PSG.edf,EEG Pz-Oz,1.1094674556213018e-06
SC4561F0-PSG.edf,EOG horizontal,0.0
SC4562F0-PSG.edf,EEG Fpz-Cz,0.0
SC4562F0-PSG.edf,EEG Pz-Oz,2.380952380952381e-07
SC4562F0-PSG.edf,EOG horizontal,0.0
SC4571F0-PSG.edf,EEG Fpz-Cz,0.0
SC4571F0-PSG.edf,EEG Pz-Oz,1.1695906432748539e-07
SC4571F0-PSG.edf,EOG horizontal,0.0
SC4572F0-PSG.edf,EEG Fpz-Cz,4.398148148148148e-06
SC4572F0-PSG.edf,EEG Pz-Oz,0.0
SC4572F0-PSG.edf,EOG horizontal,0.0
SC4581G0-PSG.edf,EEG Fpz-Cz,0.0002663744825906988
SC4581G0-PSG.edf,EEG Pz-Oz,0.00046688580472364254
SC4581G0-PSG.edf,EOG horizontal,0.0
SC4582G0-PSG.edf,EEG Fpz-Cz,0.003011009870918755
SC4582G0-PSG.edf,EEG Pz-Oz,0.0
SC4582G0-PSG.edf,EOG horizontal,0.0
SC4591G0-PSG.edf,EEG Fpz-Cz,0.0011299054373522458
SC4591G0-PSG.edf,EEG Pz-Oz,1.182033096926714e-05
SC4591G0-PSG.edf,EOG horizontal,0.0
SC4592G0-PSG.edf,EEG Fpz-Cz,0.00048137254901960786
SC4592G0-PSG.edf,EEG Pz-Oz,4.11764705882353e-05
SC4592G0-PSG.edf,EOG horizontal,0.0
SC4601E0-PSG.edf,EEG Fpz-Cz,0.0
SC4601E0-PSG.edf,EEG Pz-Oz,0.0
SC4601E0-PSG.edf,EOG horizontal,0.0
SC4602E0-PSG.edf,EEG Fpz-Cz,2.380952380952381e-07
SC4602E0-PSG.edf,EEG Pz-Oz,0.0
SC4602E0-PSG.edf,EOG horizontal,0.0
SC4611E0-PSG.edf,EEG Fpz-Cz,4.5283018867924524e-06
SC4611E0-PSG.edf,EEG Pz-Oz,0.0
SC4611E0-PSG.edf,EOG horizontal,0.0
SC4612E0-PSG.edf,EEG Fpz-Cz,1.221001221001221e-07
SC4612E0-PSG.edf,EEG Pz-Oz,0.0
SC4612E0-PSG.edf,EOG horizontal,0.0
SC4621E0-PSG.edf,EEG Fpz-Cz,0.0
SC4621E0-PSG.edf,EEG Pz-Oz,0.0
SC4621E0-PSG.edf,EOG horizontal,0.0
SC4622E0-PSG.edf,EEG Fpz-Cz,0.0
SC4622E0-PSG.edf,EEG Pz-Oz,0.0
SC4622E0-PSG.edf,EOG horizontal,0.0
SC4631E0-PSG.edf,EEG Fpz-Cz,4.834421078075901e-07
SC4631E0-PSG.edf,EEG Pz-Oz,0.0
SC4631E0-PSG.edf,EOG horizontal,0.0
SC4632E0-PSG.edf,EEG Fpz-Cz,0.0
SC4632E0-PSG.edf,EEG Pz-Oz,0.0
SC4632E0-PSG.edf,EOG horizontal,0.0
SC4641E0-PSG.edf,EEG Fpz-Cz,0.0
SC4641E0-PSG.edf,EEG Pz-Oz,0.0
SC4641E0-PSG.edf,EOG horizontal,0.0
SC4642E0-PSG.edf,EEG Fpz-Cz,0.0
SC4642E0-PSG.edf,EEG Pz-Oz,0.0
SC4642E0-PSG.edf,EOG horizontal,0.0
SC4651E0-PSG.edf,EEG Fpz-Cz,0.0
SC4651E0-PSG.edf,EEG Pz-Oz,8.613053613053613e-05
SC4651E0-PSG.edf,EOG horizontal,0.0
SC4652E0-PSG.edf,EEG Fpz-Cz,9.859154929577465e-06
SC4652E0-PSG.edf,EEG Pz-Oz,0.0
SC4652E0-PSG.edf,EOG horizontal,0.0
SC4661E0-PSG.edf,EEG Fpz-Cz,6.739659367396593e-05
SC4661E0-PSG.edf,EEG Pz-Oz,0.0
SC4661E0-PSG.edf,EOG horizontal,0.0
SC4662E0-PSG.edf,EEG Fpz-Cz,1.855791962174941e-05
SC4662E0-PSG.edf,EEG Pz-Oz,2.364066193853428e-06
SC4662E0-PSG.edf,EOG horizontal,0.0
SC4671G0-PSG.edf,EEG Fpz-Cz,4.796163069544364e-07
SC4671G0-PSG.edf,EEG Pz-Oz,1.0071942446043165e-05
SC4671G0-PSG.edf,EOG horizontal,0.0
SC4672G0-PSG.edf,EEG Fpz-Cz,0.0
SC4672G0-PSG.edf,EEG Pz-Oz,6.718346253229974e-06
SC4672G0-PSG.edf,EOG horizontal,0.0
SC4701E0-PSG.edf,EEG Fpz-Cz,0.0
SC4701E0-PSG.edf,EEG Pz-Oz,0.0
SC4701E0-PSG.edf,EOG horizontal,0.0
SC4702E0-PSG.edf,EEG Fpz-Cz,5.46239837398374e-06
SC4702E0-PSG.edf,EEG Pz-Oz,0.0
SC4702E0-PSG.edf,EOG horizontal,0.0
SC4711E0-PSG.edf,EEG Fpz-Cz,6.923076923076924e-05
SC4711E0-PSG.edf,EEG Pz-Oz,0.0
SC4711E0-PSG.edf,EOG horizontal,0.0
SC4712E0-PSG.edf,EEG Fpz-Cz,1.182033096926714e-07
SC4712E0-PSG.edf,EEG Pz-Oz,0.0
SC4712E0-PSG.edf,EOG horizontal,0.0
SC4721E0-PSG.edf,EEG Fpz-Cz,8.454312553373185e-05
SC4721E0-PSG.edf,EEG Pz-Oz,0.0
SC4721E0-PSG.edf,EOG horizontal,0.0
SC4722E0-PSG.edf,EEG Fpz-Cz,0.0
SC4722E0-PSG.edf,EEG Pz-Oz,0.0
SC4722E0-PSG.edf,EOG horizontal,0.0
SC4731E0-PSG.edf,EEG Fpz-Cz,0.0
SC4731E0-PSG.edf,EEG Pz-Oz,0.0
SC4731E0-PSG.edf,EOG horizontal,0.0
SC4732E0-PSG.edf,EEG Fpz-Cz,0.0
SC4732E0-PSG.edf,EEG Pz-Oz,0.0
SC4732E0-PSG.edf,EOG horizontal,0.0
SC4741E0-PSG.edf,EEG Fpz-Cz,0.0
SC4741E0-PSG.edf,EEG Pz-Oz,0.0
SC4741E0-PSG.edf,EOG horizontal,0.0
SC4742E0-PSG.edf,EEG Fpz-Cz,0.0
SC4742E0-PSG.edf,EEG Pz-Oz,0.0
SC4742E0-PSG.edf,EOG horizontal,0.0
SC4751E0-PSG.edf,EEG Fpz-Cz,3.3333333333333335e-05
SC4751E0-PSG.edf,EEG Pz-Oz,0.0
SC4751E0-PSG.edf,EOG horizontal,0.0
SC4752E0-PSG.edf,EEG Fpz-Cz,0.00031025641025641024
SC4752E0-PSG.edf,EEG Pz-Oz,3.10391363022942e-06
SC4752E0-PSG.edf,EOG horizontal,0.0
SC4761E0-PSG.edf,EEG Fpz-Cz,0.0
SC4761E0-PSG.edf,EEG Pz-Oz,0.0
SC4761E0-PSG.edf,EOG horizontal,0.0
SC4762E0-PSG.edf,EEG Fpz-Cz,8.303677342823251e-07
SC4762E0-PSG.edf,EEG Pz-Oz,0.0
SC4762E0-PSG.edf,EOG horizontal,0.0
SC4771G0-PSG.edf,EEG Fpz-Cz,7.668118045476535e-05
SC4771G0-PSG.edf,EEG Pz-Oz,1.2094823415578133e-07
SC4771G0-PSG.edf,EOG horizontal,1.2094823415578133e-07
SC4772G0-PSG.edf,EEG Fpz-Cz,0.0004831995242343146
SC4772G0-PSG.edf,EEG Pz-Oz,0.0
SC4772G0-PSG.edf,EOG horizontal,0.0
SC4801G0-PSG.edf,EEG Fpz-Cz,0.0
SC4801G0-PSG.edf,EEG Pz-Oz,0.0
SC4801G0-PSG.edf,EOG horizontal,0.0
SC4802G0-PSG.edf,EEG Fpz-Cz,5.693950177935943e-06
SC4802G0-PSG.edf,EEG Pz-Oz,2.7995255041518387e-05
SC4802G0-PSG.edf,EOG horizontal,0.0
SC4811G0-PSG.edf,EEG Fpz-Cz,1.3877324451845683e-07
SC4811G0-PSG.edf,EEG Pz-Oz,3.3305578684429643e-06
SC4811G0-PSG.edf,EOG horizontal,0.0
SC4812G0-PSG.edf,EEG Fpz-Cz,0.0001135485651214128
