file,cohort,channel,sf,n,mean,std,rms,min,max,p1,p99,nan,flat_frac
ST7041J0-PSG.edf,ST,EOG horizontal,100.0,3116000,-1.375794494700312,113.33827229120683,113.34662225424889,-1500.2746749679545,1300.3112982970151,-348.1047427211133,342.6112433620216,0,0.03730435591898562
ST7041J0-PSG.edf,ST,EMG submental,100.0,3116000,-1.505599984391598,96.57142347499847,96.58315931517515,-1887.0170298480132,2866.3248489287676,-280.717817249588,206.0062259659403,0,0.06955092923918241
ST7041J0-PSG.edf,ST,Marker,10.0,311600,0.3701668806161746,4.463438504571251,4.478761748920604,-31.0,33.0,-31.0,1.0,0,0.9998716261754228
ST7042J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3471000,0.2218343940751452,54.79841566319068,54.798864675230405,-2675.5173045229812,2648.4160410181285,-157.66343160593297,162.05823109320636,0,0.01931437428514631
ST7042J0-PSG.edf,ST,EEG Pz-Oz,100.0,3471000,0.16423120473290317,50.11406260866604,50.11433171293324,-2882.4391137154366,2906.6105108954403,-117.37776963926021,125.06866874198865,0,0.023843341525040408
ST7042J0-PSG.edf,ST,EOG horizontal,100.0,3471000,0.20144519180584936,140.15269964333115,140.15284441451445,-2319.5385460538364,2947.2624061527194,-456.51345907342966,429.77476652627723,0,0.02753393124151899
ST7042J0-PSG.edf,ST,EMG submental,100.0,3471000,0.16190212560387982,15.766584099073793,15.767415338331192,-2601.1719465299398,2941.4026735030216,-32.781541842153366,38.637612158945245,0,0.09471937401144918
ST7042J0-PSG.edf,ST,Marker,10.0,347100,0.7415845577643331,2.8957599063136477,2.9892094425329496,-31.0,33.0,1.0,1.0,0,0.9997695122302572
ST7051J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3220000,-0.5842764219689923,48.83269890611773,48.83619417392003,-2718.7328328145027,637.0628090093389,-154.00109869987182,123.96996887017029,0,0.044773430973388116
ST7051J0-PSG.edf,ST,EEG Pz-Oz,100.0,3220000,-0.4674683611970137,39.554082795114915,39.55684507681982,-2449.1851309284016,2531.9538546053836,-100.89727156198498,68.30617103095013,0,0.054329361271308295
ST7051J0-PSG.edf,ST,EOG horizontal,100.0,3220000,-0.618333843254426,174.67196135937735,174.6730557981783,-3012.451931880608,2742.1717634132942,-565.2847463834461,565.6509796740557,0,0.05053121282985351
ST7051J0-PSG.edf,ST,EMG submental,100.0,3220000,-0.586142505695382,28.78755482523537,28.79352142154403,-2812.4885552096684,2531.5876213147776,-57.31550997985717,35.70774583409632,0,0.10458107012754699
ST7051J0-PSG.edf,ST,Marker,10.0,322000,0.9282981366459627,5.773796168625007,5.847944906317876,-30.0,34.0,-30.0,2.0,0,0.9996894313487996
ST7052J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3283000,116.90260096473403,481.08704080489184,495.08681960109556,-2812.4885552096684,2625.3433437099434,-170.48159677714705,2047.060977842886,0,0.07106022254103729
ST7052J0-PSG.edf,ST,EEG Pz-Oz,100.0,3283000,116.90315896014057,479.68572878795936,493.725376072261,-2906.244277604834,2929.3169749130197,-97.60117194652994,2047.060977842886,0,0.07769746481104116
ST7052J0-PSG.edf,ST,EOG horizontal,100.0,3283000,116.92735713039086,517.7077992885294,530.7479366796167,-2756.4548617469327,2929.683208203626,-623.5121772569127,2047.060977842886,0,0.07550738808220556
ST7052J0-PSG.edf,ST,EMG submental,100.0,3283000,116.94079888499078,478.93103825272885,493.0011053189401,-2976.9273026918145,2742.1717634132942,-46.6947445522798,2047.060977842886,0,0.1459736398831553
ST7052J0-PSG.edf,ST,Marker,10.0,328300,0.043155650319829424,7.67029639311865,7.6704177962118525,-30.0,34.0,-30.0,2.0,0,0.9998172347619483
ST7061J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3257000,-8.234618131516422,186.46600969295315,186.64774766008932,-2917.96374290423,2996.703900384545,-156.19849844350853,129.82970151986817,0,0.039468957534410605
ST7061J0-PSG.edf,ST,EEG Pz-Oz,100.0,3257000,-8.170678881489572,325.5675934934073,325.67010597608254,-3597.3264969785755,3411.6462186412746,-1101.084050540194,544.7756821095071,0,0.045950402058342214
ST7061J0-PSG.edf,ST,EOG horizontal,100.0,3257000,-8.220110143228476,198.32725599321373,198.49753318508658,-2917.96374290423,2988.280534700604,-323.56711225050356,271.195751693829,0,0.047850929846269104
ST7061J0-PSG.edf,ST,EMG submental,100.0,3257000,-8.190678570016981,192.4811306674557,192.65532143820866,-2917.96374290423,2964.8416041018127,-233.83995605200514,184.76469511078557,0,0.1120113970260885
ST7061J0-PSG.edf,ST,Marker,10.0,325700,0.13382867669634632,5.202071655669102,5.20379281153873,-31.0,33.0,-31.0,1.0,0,0.9998157757376647
ST7062J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3278000,-12.110050534160981,184.79008157974252,185.18646703846326,-3269.181468595495,3107.672587438198,-165.3579930415674,112.98297015198682,0,0.06338945512341404
ST7062J0-PSG.edf,ST,EEG Pz-Oz,100.0,3278000,-10.435930681132481,174.9178968829842,175.22893396681852,-2753.1587621314775,2929.3169749130197,-271.56198498443507,172.67899652078373,0,0.06848404052483381
ST7062J0-PSG.edf,ST,EOG horizontal,100.0,3278000,-10.69700965714062,238.0226980737168,238.26294469324588,-3110.236220472441,4058.7804431422815,-478.48745650979663,413.294268449002,0,0.07047306428634621
ST7062J0-PSG.edf,ST,EMG submental,100.0,3278000,-9.76324146180935,209.418635892002,209.64609689357084,-4222.120490752609,3250.1373374839773,-51.089544039553196,28.749313312580114,0,0.1662329659333921
ST7062J0-PSG.edf,ST,Marker,10.0,327800,-0.5902379499694936,6.958985737427213,6.983971887923059,-31.0,33.0,-31.0,1.0,0,0.9998169559779126
ST7071J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2746000,6.062626292802843,210.0326848369016,210.1201659464493,-2156.1984984435085,2611.792711957517,-135.689434169566,238.23475553927852,0,0.12102374735523436
ST7071J0-PSG.edf,ST,EEG Pz-Oz,100.0,2746000,6.039536657538394,212.3831378449455,212.4689936058973,-1851.858633949826,2741.805530122688,-143.01409998168833,383.9956052005127,0,0.12515704718516818
ST7071J0-PSG.edf,ST,EOG horizontal,100.0,2746000,6.060875014820713,234.14994501719414,234.22837351076893,-2767.8080937557224,2611.792711957517,-340.78373924189697,479.94872733931516,0,0.12305215969468207
ST7071J0-PSG.edf,ST,EMG submental,100.0,2746000,6.019087076165986,204.75689291919522,204.8453431424624,-2789.4158579014834,2611.792711957517,-94.3050723310749,82.95184032228529,0,0.1749897122713484
ST7071J0-PSG.edf,ST,Marker,10.0,274600,-1.5224471959213401,10.021105120443341,10.136093591682375,-30.0,34.0,-30.0,2.0,0,0.9997814924068611
ST7072J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2746000,-7.225538090196081,96.9606339391439,97.22948593185887,-2156.1984984435085,649.5147408899469,-193.55429408533234,130.56216810108037,0,0.019847122531400332
ST7072J0-PSG.edf,ST,EEG Pz-Oz,100.0,2746000,-7.336281649138101,111.17411866915496,111.41591309278414,-1035.5246291887931,2063.175242629555,-349.57333821644374,119.5751693828969,0,0.025229516494961746
ST7072J0-PSG.edf,ST,EOG horizontal,100.0,2746000,-7.102820996610672,141.35696192419812,141.5352986026775,-2438.564365500824,1125.2517853872916,-554.6603186229628,366.050173960813,0,0.027858805021139917
ST7072J0-PSG.edf,ST,EMG submental,100.0,2746000,-7.195894266075017,93.14442429560759,93.4219710327753,-1472.4409448818897,2930.049441494232,-172.67899652078373,67.2038088262223,0,0.08072498443184425
ST7072J0-PSG.edf,ST,Marker,10.0,274600,1.7886088856518572,3.1197612570163886,3.596113464090539,-30.0,34.0,2.0,2.0,0,0.9997086565424815
ST7081J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2900000,1.0627655664934426,58.59013333031247,58.59977128208879,-2906.244277604834,1952.939022157114,-127.26606848562534,126.5336019044131,0,0.014558670891968594
ST7081J0-PSG.edf,ST,EEG Pz-Oz,100.0,2900000,1.052361257569349,51.10629272670229,51.117126488915794,-2907.709210767259,2847.2807178172498,-69.03497527925288,85.5154733565281,0,0.022551801902765182
ST7081J0-PSG.edf,ST,EOG horizontal,100.0,2900000,1.0579564182384182,101.81262553855133,101.81812211407248,-2117.7440029298664,1952.939022157114,-317.7073796008057,328.32814502838306,0,0.021086279607860716
ST7081J0-PSG.edf,ST,EMG submental,100.0,2900000,1.0322080710240031,42.62967157130587,42.64216635889044,-2800.0366233290606,1952.939022157114,-23.988280534700603,23.25581395348837,0,0.10556932954941224
ST7081J0-PSG.edf,ST,Marker,10.0,290000,0.898151724137931,1.8315847757537433,2.039945908681117,-31.0,33.0,1.0,1.0,0,0.9998620642091106
ST7082J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2853000,-0.2022091710695215,45.46161248112239,45.462062183018126,-2976.9273026918145,2517.670756271745,-137.8868339132027,108.95440395531953,0,0.03397137739704661
ST7082J0-PSG.edf,ST,EEG Pz-Oz,100.0,2853000,-0.18511468987658902,48.99837401938274,48.99872369757938,-1596.227797106757,2588.3537813587254,-120.67386925471526,152.53616553744735,0,0.03965664092758825
ST7082J0-PSG.edf,ST,EOG horizontal,100.0,2853000,-0.3598444259466467,112.93615775517287,112.93673103340728,-2094.305072331075,2085.515473356528,-360.1904413111152,356.8980040285696,0,0.03795316492521881
ST7082J0-PSG.edf,ST,EMG submental,100.0,2853000,-0.08192765794965941,31.990146739530655,31.990251648867066,-2652.0783739241897,2718.7328328145027,-86.61417322834646,89.9102728438015,0,0.09747668235780707
ST7082J0-PSG.edf,ST,Marker,10.0,285300,0.24424815983175605,4.873324102358225,4.879441051002337,-31.0,33.0,-31.0,1.0,0,0.9998247397385117
ST7091J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2986000,0.16326044767543038,26.891003874868833,26.891499463064253,-2601.904413111152,2460.904596227797,-83.68430690349753,60.61160959531221,0,0.06755548411079743
ST7091J0-PSG.edf,ST,EEG Pz-Oz,100.0,2986000,0.1799553381813659,38.42895145138248,38.42937279707343,-1195.5685771836659,2179.6374290423,-93.20637245925654,103.46090459622779,0,0.0759245677313052
ST7091J0-PSG.edf,ST,EOG horizontal,100.0,2986000,0.2191640093493739,60.597039376237724,60.59743570505524,-2789.4158579014834,1710.8588170664714,-190.62442776048343,192.8218275041201,0,0.07327218108567007
ST7091J0-PSG.edf,ST,EMG submental,100.0,2986000,0.28027406907630825,23.953101328547916,23.954741009025366,-1593.6641640725143,2460.904596227797,-48.892144295916495,68.66874198864677,0,0.13075395429991393
ST7091J0-PSG.edf,ST,Marker,10.0,298600,0.31694574681848625,7.147982318162745,7.155005648299208,-30.0,34.0,-30.0,2.0,0,0.9998660370407583
ST7092J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2887000,-3.7217218140383532,51.16433514602055,51.2995166078142,-1826.588536898004,1406.5189525727887,-117.01519868156007,137.5206006225966,0,0.0549430375581488
ST7092J0-PSG.edf,ST,EEG Pz-Oz,100.0,2887000,-3.6884478641159033,36.12929030004161,36.317079525079976,-2249.587987548068,700.421168284197,-94.3050723310749,98.69987181834829,0,0.06537604910304504
ST7092J0-PSG.edf,ST,EOG horizontal,100.0,2887000,-3.6678430235570953,100.9965618288906,101.06314151906413,-2625.3433437099434,2477.3850943050725,-295.7370444973447,303.4242812671672,0,0.05916889216796733
ST7092J0-PSG.edf,ST,EMG submental,100.0,2887000,-3.6479719181395636,50.25253453027862,50.38476878812067,-1312.396996887017,1959.164988097418,-117.01153634865409,121.7725691265336,0,0.07649835988347725
ST7092J0-PSG.edf,ST,Marker,10.0,288700,0.6803186698995497,6.365266626502903,6.401519563282265,-30.0,34.0,-30.0,2.0,0,0.9999307215352108
ST7101J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3296000,-8.361186804756763,61.16881699871176,61.73761914591403,-2977.293535982421,2648.4160410181285,-188.42702801684672,141.18293352865774,0,0.053310234557750476
ST7101J0-PSG.edf,ST,EEG Pz-Oz,100.0,3296000,-8.442273255369491,69.1188811539816,69.63254777542296,-2320.2710126350485,2289.141182933529,-188.42702801684672,76.72587438198133,0,0.05817978816683303
ST7101J0-PSG.edf,ST,EOG horizontal,100.0,3296000,-8.293113636323227,117.29522163671683,117.5880298014705,-2977.293535982421,2273.0269181468593,-344.07617652444605,324.66581212232194,0,0.061292661688900754
ST7101J0-PSG.edf,ST,EMG submental,100.0,3296000,-8.354005476609956,39.96313550600404,40.82697156261373,-2719.831532686321,2648.4160410181285,-188.42702801684672,16.297381431972166,0,0.12553436145133937
ST7101J0-PSG.edf,ST,Marker,10.0,329600,0.546504854368932,6.675849272722713,6.698181176107523,-30.0,34.0,-30.0,2.0,0,0.999848296368215
ST7102J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2982000,-0.6323012849728532,66.92863508796557,66.93162182147564,-3000.0,2531.5876213147776,-115.54660318622963,155.09979857169017,0,0.017843788879238362
ST7102J0-PSG.edf,ST,EEG Pz-Oz,100.0,2982000,-0.6356404925309657,55.16915779312765,55.17281948966142,-3000.0,1657.0225233473723,-114.44790331441128,89.9102728438015,0,0.024396460082025763
ST7102J0-PSG.edf,ST,EOG horizontal,100.0,2982000,-0.6081244839481862,107.18948462532103,107.19120966585787,-2596.777147042666,2367.1488738326316,-338.5826771653543,333.8216443874748,0,0.030962545146026647
ST7102J0-PSG.edf,ST,EMG submental,100.0,2982000,-0.614052133100133,12.607108619799755,12.622054023557109,-2906.244277604834,2812.8547885002745,-42.66617835561252,12.635048525911005,0,0.09147247308005728
ST7102J0-PSG.edf,ST,Marker,10.0,298200,1.7161636485580147,3.0049412086402194,3.4604753049279364,-30.0,34.0,2.0,2.0,0,0.9998658573392804
ST7111J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3140000,16.782800564979,134.9905704514632,136.02983682124784,-3000.0,3002.1973997436367,-159.49459805896356,776.5976927302692,0,0.03164978232414753
ST7111J0-PSG.edf,ST,EEG Pz-Oz,100.0,3140000,16.916794129070407,116.33543686972537,117.55897156438216,-2718.7328328145027,2906.6105108954403,-85.14924006592199,776.5976927302692,0,0.037324959633629404
ST7111J0-PSG.edf,ST,EOG horizontal,100.0,3140000,17.013521822955358,148.0172580885356,148.9918407728032,-2414.0267350302142,2554.6603186229627,-318.0736128914118,776.5976927302692,0,0.03830585447724356
ST7111J0-PSG.edf,ST,EMG submental,100.0,3140000,16.690249913398652,113.24342195091624,114.46675088131477,-2718.7328328145027,2531.5876213147776,-18.128547885002746,776.5976927302692,0,0.13878388147732953
ST7111J0-PSG.edf,ST,Marker,10.0,314000,0.2840764331210191,4.7449350744135605,4.753431211267791,-31.0,33.0,-31.0,1.0,0,0.9998089111118188
ST7112J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3067000,-62.98836430146073,332.4579359857818,338.3722997488117,-2531.2213880241716,2835.92748580846,-1788.5002746749678,117.01153634865409,0,0.0439844929393314
ST7112J0-PSG.edf,ST,EEG Pz-Oz,100.0,3067000,-62.95406351478755,331.7228805809177,337.6437229002277,-2812.4885552096684,2976.9273026918145,-1788.5002746749678,77.46200329610302,0,0.04934805786781176
ST7112J0-PSG.edf,ST,EOG horizontal,100.0,3067000,-63.0121390155656,350.2242194670767,355.8476268919608,-3000.0,2906.6105108954403,-1788.5002746749678,378.8683391320271,0,0.04946217627054539
ST7112J0-PSG.edf,ST,EMG submental,100.0,3067000,-62.98377713098187,330.50785667633625,336.45564270267613,-2812.4885552096684,2672.221204907526,-1788.5002746749678,31.312946346822926,0,0.15389029634918927
ST7112J0-PSG.edf,ST,Marker,10.0,306700,-0.13486794913596348,5.928015452597429,5.929549440719594,-31.0,33.0,-31.0,1.0,0,0.9998043627115328
ST7121J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3120000,0.15493511097338242,45.499197331607846,45.499461125481496,-2812.4885552096684,2836.293719099066,-121.7725691265336,109.32063724592565,0,0.012852605296811849
ST7121J0-PSG.edf,ST,EEG Pz-Oz,100.0,3120000,0.1149851628564319,38.358901411676534,38.35907375183084,-3000.0,2437.831898919612,-81.48690715986083,80.02197399743636,0,0.020855836076397682
ST7121J0-PSG.edf,ST,EOG horizontal,100.0,3120000,0.258728912240174,97.08510780120243,97.08545255300157,-1338.0333272294451,2812.8547885002745,-297.93078190807546,291.33858267716533,0,0.02033019336600438
ST7121J0-PSG.edf,ST,EMG submental,100.0,3120000,0.20574375877433912,21.077889705601947,21.07889382619011,-2320.6372459256545,2367.1488738326316,-58.0479765610694,47.42721113349204,0,0.07144894695175305
ST7121J0-PSG.edf,ST,Marker,10.0,312000,1.873948717948718,2.0256074232850714,2.759487131836137,-30.0,34.0,2.0,2.0,0,0.9998717907625244
ST7122J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3035000,0.1952801760091853,57.89560866285678,57.89593799904966,-1419.703351034609,1624.0615271928218,-151.8036989562351,151.437465665629,0,0.052043005084036524
ST7122J0-PSG.edf,ST,EEG Pz-Oz,100.0,3035000,0.1657151941866043,104.22794202045206,104.22807375819771,-2961.1792711957514,1209.1192089360923,-188.79326130745284,276.6892510529207,0,0.06033298297523221
ST7122J0-PSG.edf,ST,EOG horizontal,100.0,3035000,0.24660363874193128,102.32556468754255,102.32586184332438,-1720.3808826222303,2741.805530122688,-316.9749130195935,321.0071415491702,0,0.060224251150745145
ST7122J0-PSG.edf,ST,EMG submental,100.0,3035000,0.09471203172895605,70.11639997367628,70.11646394134195,-2695.6601355063176,2965.940303973631,-141.54916681926386,89.54403955319539,0,0.11301190448732945
ST7122J0-PSG.edf,ST,Marker,10.0,303500,0.6490411861614498,6.442054291593059,6.474667401277566,-30.0,34.0,-30.0,2.0,0,0.99986819994069
ST7131J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2766000,0.1258558187465632,39.62689226071614,39.6270921205368,-2905.511811023622,1828.0534700604285,-105.65830433986449,111.15180369895623,0,0.07904583892204961
ST7131J0-PSG.edf,ST,EEG Pz-Oz,100.0,2766000,0.07598917082849871,35.6353497837916,35.635430803727616,-941.4026735030214,2529.0239882805345,-100.89727156198498,91.74143929683208,0,0.08503646072473146
ST7131J0-PSG.edf,ST,EOG horizontal,100.0,2766000,0.05429428394043175,39.138824941275736,39.13886260040135,-2905.878044314228,1952.939022157114,-129.09723493865593,124.70243545138253,0,0.08860480334346835
ST7131J0-PSG.edf,ST,EMG submental,100.0,2766000,0.13295989718986773,15.202058821628233,15.202640255906408,-2470.792895074162,2729.7198315326864,-17.0298480131844,26.551913568943416,0,0.1887389325341017
ST7131J0-PSG.edf,ST,Marker,10.0,276600,-1.1715112075198844,8.05367916182607,8.13843882762389,-31.0,33.0,-31.0,1.0,0,0.9998553816117719
ST7132J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2698000,0.16954348029405622,45.08875518386417,45.089073942831725,-2724.2263321735945,2835.561252517854,-134.59073429774767,124.70243545138253,0,0.06313959651444223
ST7132J0-PSG.edf,ST,EEG Pz-Oz,100.0,2698000,0.19626222140716343,56.15898757926536,56.159330522965064,-2259.110053103827,2835.92748580846,-145.21149972532504,171.9465299395715,0,0.06904399200886586
ST7132J0-PSG.edf,ST,EOG horizontal,100.0,2698000,0.25078292885911535,117.77919058016137,117.77945757132439,-3002.5636330342427,2906.244277604834,-344.07617652444605,282.18275041201247,0,0.06939239952705532
ST7132J0-PSG.edf,ST,EMG submental,100.0,2698000,0.1908249194470011,9.447682666621176,9.449609617283468,-2918.696209485442,1054.5687603003114,-19.959714338033326,21.058414209851676,0,0.16995615254318955
ST7132J0-PSG.edf,ST,Marker,10.0,269800,-0.694885100074129,7.171611044386903,7.205197448666985,-31.0,33.0,-31.0,1.0,0,0.9998517365358242
ST7141J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2761000,-171.10766734795442,663.3912091923137,685.1027151156961,-2729.7198315326864,1710.8588170664714,-2729.7198315326864,111.88427028016847,0,0.07349899854762242
ST7141J0-PSG.edf,ST,EEG Pz-Oz,100.0,2761000,-170.99045598167012,662.7369534754131,684.4399210585917,-2976.9273026918145,960.8130379051456,-2729.7198315326864,64.27394250137337,0,0.07897529509342663
ST7141J0-PSG.edf,ST,EOG horizontal,100.0,2761000,-171.30905268075549,669.7361436777975,691.2982667986271,-2981.6883354696943,2273.393151437466,-2729.7198315326864,280.35158395898185,0,0.08263702512504573
ST7141J0-PSG.edf,ST,EMG submental,100.0,2761000,-171.04285732003328,662.9039998907398,684.6147618269297,-2812.4885552096684,2531.5876213147776,-2729.7198315326864,67.2038088262223,0,0.15534645181619636
ST7141J0-PSG.edf,ST,Marker,10.0,276100,-0.03868163708801159,7.820215188381745,7.820310854540523,-30.0,34.0,-30.0,2.0,0,0.9997826795610127
ST7142J0-PSG.edf,ST,EEG Fpz-Cz,100.0,2751000,6.397287237728341,65.66457654823299,65.97546435805319,-2508.148690715986,2835.92748580846,-131.66086797289873,164.6218641274492,0,0.04966212163621096
ST7142J0-PSG.edf,ST,EEG Pz-Oz,100.0,2751000,6.321538983909633,45.744313523475284,46.17904367631594,-2906.244277604834,2719.0990661051087,-75.99340780076909,164.6218641274492,0,0.056732303643415645
ST7142J0-PSG.edf,ST,EOG horizontal,100.0,2751000,6.626432524977517,131.77169807427606,131.93820531364776,-3114.264786669108,3271.745101629738,-253.6165537447354,259.1100531038271,0,0.06442408005845168
ST7142J0-PSG.edf,ST,EMG submental,100.0,2751000,6.5955069126034385,58.558327068917635,58.928587124964494,-2976.9273026918145,2929.683208203626,-64.27394250137337,164.6218641274492,0,0.12676527359241582
ST7142J0-PSG.edf,ST,Marker,10.0,275100,0.7669938204289349,6.1821345019894896,6.229531805943766,-30.0,34.0,-30.0,2.0,0,0.9996364826056927
ST7151J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3851000,-115.8765640698325,253.13916346042564,278.40045649760333,-2976.9273026918145,3000.0,-659.0368064457059,82.58560703167917,0,0.2478687298590752
ST7151J0-PSG.edf,ST,EEG Pz-Oz,100.0,3851000,-115.83457600793459,253.74463420201783,278.9336630549523,-2718.3665995238966,3000.0,-659.0368064457059,80.7544405786486,0,0.2526363350722801
ST7151J0-PSG.edf,ST,EOG horizontal,100.0,3851000,-115.85642352126919,264.05337818267196,288.35203727530836,-2915.4001098699873,2988.280534700604,-659.0368064457059,286.943783189892,0,0.2516677529674188
ST7151J0-PSG.edf,ST,EMG submental,100.0,3851000,-115.79897815110787,251.35277283247174,276.7446833299834,-2964.8416041018127,2998.1688335469694,-659.0368064457059,36.07397912470243,0,0.3029636535020865
ST7151J0-PSG.edf,ST,Marker,10.0,385100,-6.624741625551804,13.632866432311113,15.157250699469023,-31.0,1.0,-31.0,1.0,0,0.9997922563556572
ST7152J0-PSG.edf,ST,EEG Fpz-Cz,100.0,3225000,-32.541966104966995,191.44577826343502,194.19182674064615,-1129.6465848745652,343.3437099432338,-1129.6465848745652,74.89470792895074,0,0.04515052759853519
ST7152J0-PSG.edf,ST,EEG Pz-Oz,100.0,3225000,-32.54920957487128,189.7707207599474,192.54188505802793,-1503.5707745834095,1523.3473722761398,-1129.6465848745652,40.10254532136971,0,0.0495908514445006
ST7152J0-PSG.edf,ST,EOG horizontal,100.0,3225000,-32.60309515393863,205.3236184988187,207.8960079632729,-2906.244277604834,1172.4958798754806,-1129.6465848745652,272.2944515656473,0,0.05188853298769919
