file,cohort,stage,delta,theta,alpha,sigma,beta,eog_ptp,eog_std,eeg_std
SC4001E0-PSG.edf,SC,Wake,0.837975156984948,0.09115882600143092,0.024330938029333532,0.017913616573421217,0.03800034332712101,518.4214896214896,86.51008061436842,23.970551922992676
SC4001E0-PSG.edf,SC,Wake,0.6321342212184876,0.16007766249563404,0.06456438163930613,0.04552322098848509,0.1345566944826319,530.741391941392,81.47514947111239,15.408480775991157
SC4001E0-PSG.edf,SC,Wake,0.7722495817589389,0.11407441740715918,0.043805560727196775,0.02345574870969567,0.06346504294727631,605.153601953602,77.55681881497026,22.555707140748375
SC4001E0-PSG.edf,SC,Wake,0.8702735487180839,0.07697347880146937,0.019655397118927477,0.012308623521080066,0.029865088169083426,517.4358974358975,83.76724401025406,26.14156094867218
SC4001E0-PSG.edf,SC,Wake,0.7963590762314477,0.1103975585276615,0.03165514521164912,0.025108263965814705,0.055633968993497304,571.6434676434677,68.32286094860416,22.027608849743906
SC4001E0-PSG.edf,SC,Wake,0.6283550140517086,0.21258878317258012,0.05097567299292011,0.03169073229959825,0.09695768408421178,342.0004884004884,46.50952735358825,13.242159804777096
SC4001E0-PSG.edf,SC,Wake,0.849237420989151,0.07321773418704734,0.02595905407720891,0.015512855440075694,0.04237084580335261,454.85079365079366,57.94643310999972,17.985972568596864
SC4001E0-PSG.edf,SC,Wake,0.7523805796579127,0.13351041125451973,0.03691509440842507,0.024097871411240947,0.07164777747059567,579.0354090354091,59.508143452232524,18.392015928571322
SC4001E0-PSG.edf,SC,Wake,0.7264979188596179,0.16037412979532714,0.04226875760818295,0.02066368474549427,0.06034199745774359,544.5396825396825,68.53281994751175,17.51982467131281
SC4001E0-PSG.edf,SC,Wake,0.8362373566523511,0.09493609571827648,0.025808244392749372,0.01446430238683736,0.035301376118650966,556.8595848595849,91.85902910661765,26.333308276814545
SC4001E0-PSG.edf,SC,Wake,0.7788143212650521,0.09893238825805299,0.03653918535581422,0.02251144608447219,0.08119865059791066,582.4849816849817,69.52546173369203,22.889942983793773
SC4001E0-PSG.edf,SC,Wake,0.8329313580308165,0.10015673034453501,0.025076193303801075,0.013677646990406422,0.03355642056729524,608.1103785103785,82.32792305804192,19.6152865398195
SC4001E0-PSG.edf,SC,Wake,0.6596413894879215,0.18180146743941616,0.04658748767983747,0.0343119750485761,0.10143231852794093,358.2627594627595,45.940026307396366,14.147837927595965
SC4001E0-PSG.edf,SC,Wake,0.820091753439622,0.09859946000893349,0.027290242661223037,0.016517021601113187,0.051149180856383425,536.6549450549451,70.37346212238918,19.113698092179323
SC4001E0-PSG.edf,SC,Wake,0.8765105558326386,0.06705614314442009,0.021331115947100663,0.01224531357259749,0.02978917800685764,631.2717948717949,76.39343044380664,28.0842603016141
SC4001E0-PSG.edf,SC,Wake,0.8881338317825154,0.06549488053641958,0.016784747219498013,0.007656239033100523,0.023169587229653628,544.0468864468864,81.56791906690476,21.948548337889967
SC4001E0-PSG.edf,SC,Wake,0.8731012701828756,0.07539216585248433,0.01755255969666677,0.011402481726093221,0.029812781943334307,466.1851037851038,77.22487474461678,28.920677811381164
SC4001E0-PSG.edf,SC,Wake,0.8229136408292349,0.08042799176920183,0.028288185948953173,0.0200755309817136,0.06224306163440084,485.40415140415143,67.72780880996608,20.893036359175035
SC4001E0-PSG.edf,SC,Wake,0.6542008705898288,0.14794034799454187,0.06919289951652179,0.039285874194582564,0.12091731669255315,428.2398046398047,57.524465205440485,18.07673229434122
SC4001E0-PSG.edf,SC,Wake,0.7337915628519781,0.14419453074058228,0.038317133492684216,0.023913746878819413,0.07714537568231665,407.04957264957267,61.69171908596623,20.394777254268067
SC4001E0-PSG.edf,SC,Wake,0.7070348760947334,0.13745421759798876,0.05520360452242196,0.0373432577418001,0.09422679676301265,454.3579975579976,44.2806595258935,17.21407242595088
SC4001E0-PSG.edf,SC,Wake,0.6662160187554476,0.14457029452783235,0.057528414467917684,0.04009237764102417,0.12346280836547655,384.3809523809524,46.415738194463486,19.277445450457893
SC4001E0-PSG.edf,SC,Wake,0.8725894691055782,0.06798015044129373,0.021612203653659335,0.014417068969241944,0.033646571638177185,542.5684981684982,77.89821029678423,25.626569781573092
SC4001E0-PSG.edf,SC,Wake,0.8266538443540734,0.09742569249995355,0.030729244813853418,0.018362088831915663,0.035817193253146966,461.74993894993895,73.35880180044897,21.293823429901394
SC4001E0-PSG.edf,SC,N1,0.508139884310144,0.28563469198863356,0.13709676593700534,0.03935230425290895,0.04477138094280956,133.54774114774116,23.248978801719964,8.876441940836047
SC4001E0-PSG.edf,SC,N1,0.6149762366810992,0.26413395620512403,0.046927483020407765,0.036126765662411735,0.05511978627352809,115.80708180708183,16.969740003429628,9.846788367481018
SC4001E0-PSG.edf,SC,N1,0.6827023008443949,0.22423063927281336,0.04196392007001777,0.016158037855019715,0.029821394768002166,164.593894993895,26.808063746640546,10.393293919930102
SC4001E0-PSG.edf,SC,N1,0.7587147224325036,0.19339147787247923,0.02036060520447165,0.008161524583997753,0.01559461592481425,147.34603174603177,24.12923968033209,16.331943904837058
SC4001E0-PSG.edf,SC,N1,0.587187053370529,0.23916813279966864,0.07264730783614122,0.03630320594499106,0.0911125389507016,776.6466422466423,102.55182994973488,17.70707488770119
SC4001E0-PSG.edf,SC,N1,0.7330101978589378,0.1865617533009043,0.033314690648891525,0.01277028065099266,0.039298839588219135,371.0754578754579,40.55636280907104,22.344440549151148
SC4001E0-PSG.edf,SC,N1,0.43074888118652077,0.40537975469779935,0.05404539504077699,0.030864042611475063,0.1042372039018272,312.43272283272285,34.17684353579474,13.363865178772908
SC4001E0-PSG.edf,SC,N1,0.7259779169758658,0.20481334984206376,0.027170197035736327,0.016920693769418144,0.03255499385492545,293.21367521367523,23.10925779371616,19.781083541497356
SC4001E0-PSG.edf,SC,N1,0.5886134325058812,0.2652879080936681,0.07619041849608763,0.019218081271138717,0.05429638166902992,280.4009768009768,27.889347585284366,15.943059430299435
SC4001E0-PSG.edf,SC,N1,0.8236412095675935,0.11802938010423047,0.029086899663556428,0.013209788115891765,0.02386485739105535,83.28253968253969,12.90654030543725,9.76875705767527
SC4001E0-PSG.edf,SC,N1,0.816565824391201,0.11977483146706426,0.028406295275718845,0.016308518292157608,0.027628151826394425,119.25665445665447,17.213821830826053,10.80594620654198
SC4001E0-PSG.edf,SC,N1,0.8020366270668793,0.1126756118704416,0.043627392173405354,0.03048963010387748,0.028744457043339732,58.64273504273505,8.592901167774405,10.467551040895275
SC4001E0-PSG.edf,SC,N1,0.6946382715874094,0.2235211085703375,0.03039691656216278,0.018390297411580634,0.038549983979649705,242.94847374847376,24.688649797253678,15.089809835050543
SC4001E0-PSG.edf,SC,N1,0.6087908119202149,0.2932077699752139,0.050593451149744506,0.020267767868873823,0.0354052938607241,103.97997557997559,15.91764568024067,10.918847240141943
SC4001E0-PSG.edf,SC,N1,0.5137550557647705,0.3972861504630321,0.04223908655908345,0.018660027973023022,0.03330212078687855,87.22490842490842,13.81323161057961,11.86382055871656
SC4001E0-PSG.edf,SC,N1,0.7669506726462167,0.15824256249398264,0.035137224920857246,0.021012812475488585,0.03157142770217881,112.35750915750916,18.974575654099695,10.328028625502313
SC4001E0-PSG.edf,SC,N1,0.5437233398407105,0.31957367727606173,0.08199685826601107,0.028354968476421584,0.04429922333198419,81.80415140415141,13.299564298397865,8.740408290226412
SC4001E0-PSG.edf,SC,N1,0.8103265433383952,0.14432055125875035,0.022958523764022788,0.007819575206437524,0.01548568472499039,239.49890109890111,31.087602573370912,20.064397434969155
SC4001E0-PSG.edf,SC,N1,0.8409176995440402,0.0837259174943827,0.023880823118012505,0.01941593561582055,0.04685788813044034,307.50476190476195,40.636535616816566,25.227753656379292
SC4001E0-PSG.edf,SC,N1,0.8399143367527587,0.1287946375465534,0.019052097372424612,0.008527824611666483,0.009684108001681548,138.96849816849817,20.612648562561073,17.380426341181018
SC4001E0-PSG.edf,SC,N1,0.7349991361990055,0.20129618713896855,0.03367268544999489,0.014050494186231895,0.020194561284473903,112.85030525030525,14.50557664802449,18.42348329619501
SC4001E0-PSG.edf,SC,N1,0.38509563100010485,0.33864831559603614,0.18202665228355597,0.033496933990633894,0.08040373451529156,515.4647130647131,42.306349402832886,15.659007717899515
SC4001E0-PSG.edf,SC,N1,0.7192077050687983,0.19597927375958304,0.043038084592533436,0.019776975972572868,0.027450341287626998,131.0837606837607,21.96273540496758,9.42537657982404
SC4001E0-PSG.edf,SC,N1,0.4714567016524973,0.3448338407617513,0.12074634416537623,0.027288591903294423,0.04198716903891961,139.46129426129426,28.05765500881434,8.721492768600209
SC4001E0-PSG.edf,SC,N1,0.38960327350922247,0.38108795388677336,0.15849684332984348,0.02397035678280096,0.04490086141564818,164.593894993895,28.423695836104635,8.543035426900069
SC4001E0-PSG.edf,SC,N1,0.6762001643237509,0.17425003948860793,0.07257338151249303,0.028896982147856805,0.06618803939142764,120.73504273504274,21.406802671726545,7.731014431541858
SC4001E0-PSG.edf,SC,N1,0.8207296409456892,0.10832961227248437,0.03685687344240205,0.018433176803070765,0.02553241048768372,137.4901098901099,18.2854055036625,12.924379012794164
SC4001E0-PSG.edf,SC,N1,0.6375861988052095,0.21713170233098214,0.052269887881176334,0.02682866543347721,0.08852968997727777,400.6432234432235,31.363771276302497,13.43148159198053
SC4001E0-PSG.edf,SC,N1,0.5672527168235015,0.29226823419361897,0.08986408033993215,0.02851087142049201,0.04050913747661738,106.93675213675215,15.57083257077473,11.443043370312367
SC4001E0-PSG.edf,SC,N1,0.4152604948856505,0.3918688784449159,0.10418894848646919,0.037217256975350166,0.07519629180679065,236.54212454212455,23.34842869597603,9.263148252692787
SC4001E0-PSG.edf,SC,N1,0.4351348197805658,0.2882094047472185,0.19778937897348708,0.03238364026382392,0.05718897251984717,114.32869352869353,20.49431930702251,8.442125523077245
SC4001E0-PSG.edf,SC,N1,0.5001402390802777,0.3043587952081604,0.1350315208646477,0.028154287030016673,0.05050994326129854,108.41514041514043,18.579889430371466,8.22356452436796
SC4001E0-PSG.edf,SC,N1,0.4978800457929176,0.3111508516843389,0.10095157823619884,0.04069374059052315,0.0707372876986619,77.86178266178267,12.281329812211407,7.775189796115242
SC4001E0-PSG.edf,SC,N1,0.8022618901037138,0.07182309660923906,0.05003652067195998,0.022848702510386436,0.06798275901418963,691.8857142857144,86.19993621934124,35.06602895229521
SC4001E0-PSG.edf,SC,N1,0.4586471289628147,0.32860308877370653,0.11328285051423116,0.03191256331245872,0.06927116512775958,139.46129426129426,22.524064522242202,7.399831647160524
SC4001E0-PSG.edf,SC,N1,0.4228057103705346,0.385344507436952,0.10608144105385503,0.035276130136014945,0.05725179621032892,89.6888888888889,16.638533825146023,8.396115895535068
SC4001E0-PSG.edf,SC,N1,0.5556777230637714,0.17271567445299546,0.1278709085782141,0.0478924022852432,0.13402123242748984,231.61416361416363,21.30328187163885,8.016649454252885
SC4001E0-PSG.edf,SC,N1,0.5186064588344537,0.22999975636187114,0.180455048011222,0.021923337597317984,0.04231539901671115,74.90500610500611,12.683385135514571,7.528472291645438
SC4001E0-PSG.edf,SC,N1,0.5607606512650511,0.2611645933218812,0.0937355267744931,0.023660408259514307,0.046630432276247046,112.35750915750916,15.284791004404383,8.156976258960881
SC4001E0-PSG.edf,SC,N1,0.5668991397044155,0.24874300270855224,0.11349159744483844,0.02181009048112542,0.05531111931547297,79.83296703296705,14.523915929078566,8.676306477596768
SC4001E0-PSG.edf,SC,N1,0.8016390320670651,0.13437807465666107,0.031294041752960695,0.013754071470668029,0.024867674525576155,59.62832722832724,8.709233057587866,10.413807290385531
SC4001E0-PSG.edf,SC,N1,0.8028311619533602,0.1231161904223795,0.03833038015762714,0.017250795038430848,0.029919332600400157,113.34310134310135,17.05166731779924,11.332155934425362
SC4001E0-PSG.edf,SC,N1,0.5801482430584293,0.2156231590965043,0.10348862542952153,0.04271707638508035,0.0955338032361954,513.9863247863249,58.547900314755914,10.616013334030274
SC4001E0-PSG.edf,SC,N1,0.6347530155526664,0.25419338925122065,0.06353329884582083,0.02453778754460365,0.03507146884018389,110.87912087912088,13.253513520296881,9.674470930164292
SC4001E0-PSG.edf,SC,N1,0.6256434637857876,0.22009281093581154,0.07088433854480938,0.042208135883713846,0.06989999204577675,102.5015873015873,17.113827301140873,7.601619516856199
SC4001E0-PSG.edf,SC,N1,0.6670009497803417,0.2055983091075022,0.05411337658995365,0.04042968951479169,0.06114966757285874,78.84737484737485,15.174776208821248,7.475349600293501
SC4001E0-PSG.edf,SC,N1,0.6539633928641168,0.2239094276430531,0.07150598516539247,0.02417021678046047,0.039393074254000515,86.23931623931624,13.875747150578952,8.689009525451059
SC4001E0-PSG.edf,SC,N1,0.6019705277911649,0.2658022585438462,0.06908623343340607,0.0242377998347703,0.04977350715842659,65.04908424908425,11.087152497632639,8.160754211805841
SC4001E0-PSG.edf,SC,N1,0.6536854481345084,0.20520534242942529,0.08231771369824999,0.02548301168623254,0.0364248187734711,425.28302808302806,34.63145503124118,8.062426821050579
SC4001E0-PSG.edf,SC,N1,0.5019569723390964,0.23460457284634115,0.12395644405687775,0.03763497053460713,0.11417987942173602,121.22783882783884,18.551900313010574,8.185496827567572
SC4001E0-PSG.edf,SC,N2,0.779095914354011,0.16017737868339518,0.02219780406296393,0.01370104778211739,0.021892106191139567,146.36043956043957,24.95718239263933,16.623832938436454
SC4001E0-PSG.edf,SC,N2,0.7435391962461452,0.2103022523727742,0.015367163439524356,0.008340630953693286,0.011125749744684226,98.06642246642247,16.86759904449945,17.96949143148987
SC4001E0-PSG.edf,SC,N2,0.8139333143881394,0.13792251100938627,0.017959940082196927,0.016743638322004827,0.018276507496507822,89.19609279609281,14.257745261054056,18.57161264040231
SC4001E0-PSG.edf,SC,N2,0.7531800089852282,0.16587635178879975,0.03491860160959561,0.03124576342924797,0.03184770011714937,90.67448107448108,15.032658557494587,17.739893775323132
SC4001E0-PSG.edf,SC,N2,0.8046388855792515,0.13646142966786196,0.024439316246247764,0.022347431567895704,0.023818559556406896,88.7032967032967,13.9578030957701,17.114995182845878
SC4001E0-PSG.edf,SC,N2,0.8419759917472368,0.10591458724297267,0.022418956209062372,0.01451209262563376,0.017688374302123833,76.87619047619049,12.535895403776998,14.557821303674903
SC4001E0-PSG.edf,SC,N2,0.8224409967408793,0.11208266727611778,0.030118342930339728,0.03395883860141255,0.024012040077051364,105.45836385836387,16.11370531031017,20.11923405073967
SC4001E0-PSG.edf,SC,N2,0.8513867940637861,0.1070897920814167,0.02178686469765033,0.013718038466954558,0.012259617507965554,189.72649572649573,17.184974351192903,17.940295659747036
SC4001E0-PSG.edf,SC,N2,0.770993211829585,0.12662748369274757,0.04887307874166478,0.05525993094940158,0.03606600639959505,95.1096459096459,15.333344210095625,18.1296675703581
SC4001E0-PSG.edf,SC,N2,0.7975575095723303,0.14331817608209751,0.026518886292584132,0.027808320925557416,0.02128999741494906,96.58803418803419,15.723945875486534,19.035110655204676
SC4001E0-PSG.edf,SC,N2,0.8149574916590974,0.10522507779680926,0.03901262446042383,0.028555085285187683,0.01593026598697523,79.34017094017095,15.570483065883844,19.908708136521003
SC4001E0-PSG.edf,SC,N2,0.8342069122493118,0.10851664104659292,0.03529737459661155,0.029664049526261026,0.017178018477967495,88.7032967032967,15.387804903034638,20.76500776406414
SC4001E0-PSG.edf,SC,N2,0.8443031468180006,0.10668835521946536,0.023524965098928725,0.021559199993909275,0.016024340128833126,107.92234432234433,15.858014387064502,19.087954412456515
SC4001E0-PSG.edf,SC,N2,0.831758450204755,0.12346950788102432,0.02482015951113107,0.020455721631151013,0.014496025907549061,95.1096459096459,14.303286906039308,19.937491590509794
SC4001E0-PSG.edf,SC,N2,0.8783063265787142,0.07395175150108323,0.027552089621588213,0.02074636528314101,0.013186957631673846,149.81001221001222,22.713432380422272,20.74025717343325
SC4001E0-PSG.edf,SC,N2,0.8583947430705846,0.10304333434159048,0.0225790885794237,0.018268532098360758,0.01049391783780155,114.82148962148963,21.93640846818087,21.64186810580079
SC4001E0-PSG.edf,SC,N2,0.7872712367677306,0.1492775209116629,0.033006942830875644,0.015236494984916344,0.02612102606864072,464.70671550671557,42.79139793185894,23.04561103979615
SC4001E0-PSG.edf,SC,N2,0.9027816678358619,0.06989720274163579,0.014833146251394968,0.008293709856745567,0.007176192643084244,163.60830280830282,20.26858812224642,25.55984158034832
SC4001E0-PSG.edf,SC,N2,0.8083774772343562,0.12974227931863963,0.040930028224995384,0.02156821851828189,0.01590217239894029,141.92527472527473,20.473298166231267,23.030432179787482
SC4001E0-PSG.edf,SC,N2,0.8819304063303653,0.07827229137983178,0.017859441954269046,0.017434196657159444,0.013528939454305793,122.70622710622712,18.192129151531734,22.435623307856467
SC4001E0-PSG.edf,SC,N2,0.6371064763676993,0.3011889599669799,0.03725975047434332,0.018409550315340775,0.019869640944712632,138.4757020757021,25.899818442214784,20.748092175585867
SC4001E0-PSG.edf,SC,N2,0.9023905086526274,0.07286498681177622,0.012921608825141399,0.006123354841195755,0.009570992121694114,144.8820512820513,20.879669612029613,19.79172978635925
SC4001E0-PSG.edf,SC,N2,0.7460181767331018,0.15725330055327905,0.05092422295320662,0.04696633759873627,0.034780141117213115,94.12405372405374,16.532236672891496,16.958566250362146
SC4001E0-PSG.edf,SC,N2,0.8137265891375693,0.1329491023270875,0.027241045505581124,0.029744846352905068,0.018192671852276507,84.76092796092797,13.56027559242098,21.991386684581926
SC4001E0-PSG.edf,SC,N2,0.824736410325269,0.09199695300511608,0.04471292829929716,0.04602588857589766,0.023912296337940075,89.6888888888889,14.034956189512966,19.02555137242863
SC4001E0-PSG.edf,SC,N2,0.8417110802979881,0.10695781323295324,0.020160602899402667,0.015319742634261545,0.025724755503609316,135.51892551892553,23.193130353384962,14.872578317457455
SC4001E0-PSG.edf,SC,N2,0.9020924480128942,0.0682240687687813,0.014304470445618852,0.008948184579133493,0.011022347544744448,138.96849816849817,20.75520284601174,16.263738633676553
SC4001E0-PSG.edf,SC,N2,0.855336118923742,0.09321771420104037,0.026946907156412726,0.023984364012648397,0.014236339897788301,157.20195360195362,22.635603153319085,21.510518969925624
SC4001E0-PSG.edf,SC,N2,0.8471649119396386,0.09333090730022314,0.03721400041291744,0.028209048842418448,0.015013426261651395,101.51599511599512,17.707363141965626,19.86333613472383
SC4001E0-PSG.edf,SC,N2,0.8626361183968345,0.08703991783587481,0.03277816222464693,0.02704941402527573,0.010972805717261322,111.37191697191697,18.945290081041005,21.685668698113133
SC4001E0-PSG.edf,SC,N2,0.8513634501876972,0.0991263275619903,0.02545949012393779,0.028947486705879343,0.016920093292911425,101.51599511599511,15.013692655146874,21.380861579668
SC4001E0-PSG.edf,SC,N2,0.841822957874447,0.11646446100322545,0.029070474875323427,0.020623958019294432,0.007238635210725733,114.32869352869353,14.594030715994194,24.341350394050625
SC4001E0-PSG.edf,SC,N2,0.9420664203706988,0.04350016918979478,0.008071656414332114,0.005453052541914101,0.005330891437673221,158.1875457875458,23.32268304453959,27.041233263927957
SC4001E0-PSG.edf,SC,N2,0.828030766524377,0.12169916182378061,0.027762362815172352,0.01762746823380571,0.011381357000954126,86.23931623931625,11.71824246372971,17.75837033014516
SC4001E0-PSG.edf,SC,N2,0.8529094706174681,0.10266116048831216,0.0213684282286045,0.01632932339169259,0.013086093503933072,89.1960927960928,12.360040334703552,20.741499657170635
SC4001E0-PSG.edf,SC,N2,0.7309418179545247,0.2323336201940728,0.02275560633209921,0.009027043670074104,0.009457315791269879,111.37191697191699,14.906994541643531,21.8129007419693
SC4001E0-PSG.edf,SC,N2,0.7589150884848831,0.19560317514618003,0.028355771905761915,0.02193959357603719,0.012892725280944133,82.2969474969475,12.262036979067316,18.249704805132755
SC4001E0-PSG.edf,SC,N2,0.7733918064804082,0.1905472625890979,0.017762445081459733,0.009172062851320956,0.013052829038082147,181.34896214896216,17.16127421067706,19.633846152854684
SC4001E0-PSG.edf,SC,N2,0.5238713961292942,0.38112794369787417,0.03973890786520214,0.027183264309281783,0.04410391333854645,295.6776556776557,25.948169873788583,18.82941511939034
SC4001E0-PSG.edf,SC,N2,0.8445816231716498,0.1245659306224648,0.016922035292106112,0.01091025203730335,0.011344101324527813,76.87619047619049,11.954071962569126,15.972009535541865
SC4001E0-PSG.edf,SC,N2,0.8315694022502255,0.10330155720126208,0.039397787703807016,0.024006414330794635,0.01923119217189895,88.7032967032967,14.576503194355585,16.48724406066807
SC4001E0-PSG.edf,SC,N2,0.7607524746734319,0.14298204452897711,0.044476388893829516,0.03188607460007199,0.04087033932386411,64.06349206349206,8.772455723799117,10.607423736369382
SC4001E0-PSG.edf,SC,N2,0.7995656319621126,0.08118390429805158,0.08162268925701067,0.07091068464631943,0.027880579991719785,59.13553113553114,7.972472017180545,11.7640439670381
SC4001E0-PSG.edf,SC,N2,0.7854579200736374,0.11565741945705453,0.055562162982766825,0.04313866360977099,0.02665722503025411,55.685958485958494,7.592241067730636,11.317197390453194
SC4001E0-PSG.edf,SC,N2,0.8343478468361831,0.09938376420946876,0.04309672406744114,0.02477258848189998,0.017674935279253238,55.68595848595849,8.2257068745707,13.342631655525569
SC4001E0-PSG.edf,SC,N2,0.7677749542950325,0.15764973880798816,0.039617719966605035,0.029884249295452036,0.021898147850814984,53.221978021978025,8.07751358230256,11.620388768565238
SC4001E0-PSG.edf,SC,N2,0.7794179562529812,0.12467059806882923,0.06258860989457976,0.05216290035866158,0.020528601622133026,58.14993894993895,8.321056149906092,12.287183177202065
SC4001E0-PSG.edf,SC,N2,0.8177031792681416,0.12338358036627849,0.039640420994693275,0.026437957650980004,0.011930030295441344,68.4986568986569,9.609667787738974,17.19042821131498
SC4001E0-PSG.edf,SC,N2,0.8444367897244233,0.10217118262361867,0.026675834972017302,0.013009853715079652,0.023059058494535545,97.57362637362638,15.585410611276167,16.892908108691994
SC4001E0-PSG.edf,SC,N2,0.7886318669277845,0.14034849202434777,0.04128483215678507,0.024630336164887603,0.020484143140654578,96.0952380952381,14.831317113561331,15.50992159973171
SC4001E0-PSG.edf,SC,N3,0.8561093081996057,0.10391306670101877,0.020100413520274172,0.01395830326712785,0.008579191987382438,99.54481074481075,15.679103386311127,24.00281644310243
SC4001E0-PSG.edf,SC,N3,0.8087465128975146,0.12961002894951756,0.04350702944600029,0.0305155110637087,0.013492849251963243,134.53333333333336,18.814987359773657,24.18264324088462
SC4001E0-PSG.edf,SC,N3,0.8910006082208124,0.0772666801432425,0.018224225290636147,0.01164511654194366,0.006553794240498936,101.02319902319903,16.745076996416195,26.85417002504389
SC4001E0-PSG.edf,SC,N3,0.9007783225730311,0.07156006365822404,0.01832674705532484,0.008956546819998181,0.006267863249894101,110.38632478632479,18.338155010321312,23.91107936976166
SC4001E0-PSG.edf,SC,N3,0.8863917129437946,0.08185956324765632,0.02242775919384937,0.013094604924527773,0.006645903451024065,129.11257631257632,21.14007778125995,26.83602636700635
SC4001E0-PSG.edf,SC,N3,0.8914823491095324,0.07906643643618522,0.017132302036795184,0.011797269409252109,0.007558679395918567,124.1846153846154,19.018367981174418,26.323108282320444
