stem,cohort,label,emg_env_med,n
SC4502,SC,REM,1.0519333333333334,191
SC4511,SC,Wake,2.9463333333333335,1776
SC4511,SC,REM,0.17510000000000003,126
SC4512,SC,Wake,2.8195333333333332,2022
SC4512,SC,REM,0.26426666666666665,112
SC4522,SC,Wake,2.8750666666666667,2060
SC4522,SC,REM,2.891633333333333,84
SC4531,SC,Wake,2.743033333333334,1748
SC4531,SC,REM,0.29480000000000006,180
SC4532,SC,Wake,2.7014,1863
SC4532,SC,REM,2.740533333333334,170
SC4541,SC,Wake,3.646666666666667,1843
SC4541,SC,REM,0.21973333333333336,135
SC4542,SC,Wake,3.6772000000000005,1813
SC4542,SC,REM,0.3804333333333334,120
SC4551,SC,Wake,3.7727999999999993,2039
SC4551,SC,REM,1.8377333333333334,107
SC4552,SC,Wake,3.8476333333333335,2054
SC4552,SC,REM,0.518,245
SC4561,SC,Wake,3.8488333333333333,1746
SC4561,SC,REM,0.3701999999999999,113
SC4562,SC,Wake,3.2552666666666656,1935
SC4562,SC,REM,0.9163333333333334,137
SC4571,SC,Wake,3.3450666666666664,1887
SC4571,SC,REM,2.3932333333333338,250
SC4572,SC,Wake,2.978733333333333,1953
SC4572,SC,REM,0.42869999999999997,218
SC4581,SC,Wake,3.1136666666666675,1837
SC4581,SC,REM,2.0416,161
SC4582,SC,Wake,3.2672,1804
SC4582,SC,REM,3.4258999999999995,86
SC4591,SC,Wake,3.4677999999999995,1842
SC4591,SC,REM,1.2084000000000001,258
SC4592,SC,Wake,3.4037333333333337,1313
SC4592,SC,REM,2.9200000000000004,155
SC4601,SC,Wake,3.010633333333333,1982
SC4601,SC,REM,3.1276333333333337,170
SC4602,SC,Wake,3.314033333333334,1868
SC4602,SC,REM,3.367199999999999,249
SC4611,SC,Wake,-0.9530666666666666,1707
SC4611,SC,REM,-1.0131999999999999,399
SC4612,SC,Wake,3.7494666666666667,1876
SC4612,SC,REM,3.7262666666666666,214
SC4621,SC,Wake,4.100466666666668,1499
SC4621,SC,REM,0.6798,78
SC4622,SC,Wake,3.6466,1959
SC4622,SC,REM,0.5654000000000001,115
SC4631,SC,Wake,3.1685333333333334,1987
SC4631,SC,REM,3.1775666666666664,120
SC4632,SC,Wake,3.1703333333333332,1965
SC4632,SC,REM,0.6097000000000001,140
SC4641,SC,Wake,3.0204,2041
SC4641,SC,REM,0.5823666666666667,78
SC4642,SC,Wake,2.719333333333333,1902
SC4642,SC,REM,0.27793333333333337,127
SC4651,SC,Wake,3.236533333333334,1640
SC4651,SC,REM,0.39666666666666667,159
SC4652,SC,Wake,4.6706,1774
SC4652,SC,REM,0.8953333333333333,211
SC4661,SC,Wake,4.905666666666666,1717
SC4661,SC,REM,1.2639333333333331,110
SC4662,SC,Wake,3.6545333333333336,1843
SC4662,SC,REM,3.8545,250
SC4671,SC,Wake,3.4980666666666664,1751
SC4671,SC,REM,0.5827333333333334,149
SC4672,SC,Wake,3.0772333333333335,1904
SC4672,SC,REM,0.31366666666666665,95
SC4701,SC,Wake,1.1621666666666666,1698
SC4701,SC,REM,0.0926,105
SC4702,SC,Wake,1.3547333333333333,1816
SC4702,SC,REM,1.6006666666666667,98
SC4711,SC,Wake,6.541333333333333,1769
SC4711,SC,REM,0.7079000000000001,118
SC4712,SC,Wake,4.028333333333333,2009
SC4712,SC,REM,0.366,135
SC4721,SC,Wake,3.3897333333333335,1568
SC4721,SC,REM,3.5551666666666666,174
SC4722,SC,Wake,3.2866666666666675,1926
SC4722,SC,REM,0.38126666666666664,136
SC4731,SC,Wake,2.7822000000000005,1953
SC4731,SC,REM,0.22713333333333335,135
SC4732,SC,Wake,2.6053,1550
SC4732,SC,REM,2.800366666666667,136
SC4741,SC,Wake,3.253733333333333,1708
SC4741,SC,REM,1.1137333333333332,213
SC4742,SC,Wake,3.387733333333333,1895
SC4742,SC,REM,3.4457000000000004,208
SC4751,SC,Wake,2.7816333333333336,2064
SC4751,SC,REM,0.2944666666666667,47
SC4752,SC,Wake,17.234333333333336,1799
SC4752,SC,REM,17.75016666666667,72
SC4761,SC,Wake,3.2440000000000007,1996
SC4761,SC,REM,3.272333333333334,35
SC4762,SC,Wake,2.6930000000000005,1839
SC4762,SC,REM,1.2002,394
SC4771,SC,Wake,3.297666666666667,1833
SC4771,SC,REM,2.029933333333333,109
SC4772,SC,Wake,3.6183333333333327,1671
SC4772,SC,REM,0.47440000000000004,133
SC4801,SC,Wake,4.144333333333334,1821
SC4801,SC,REM,4.487966666666667,142
SC4802,SC,Wake,6.060466666666666,1923
SC4802,SC,REM,6.456833333333334,136
SC4811,SC,Wake,2.9442000000000004,1469
SC4811,SC,REM,0.44986666666666675,196
SC4812,SC,Wake,3.470666666666667,1689
SC4812,SC,REM,0.7867666666666666,138
SC4821,SC,Wake,3.2961333333333327,1858
SC4821,SC,REM,0.6955666666666667,228
SC4822,SC,Wake,3.2831666666666663,1954
SC4822,SC,REM,0.9043333333333334,179
ST7011,ST,Wake,14.417956972433712,204
ST7011,ST,REM,2.7985522343857667,122
ST7012,ST,Wake,6.784981286127842,103
ST7012,ST,REM,2.467174998265937,180
ST7021,ST,Wake,12.956082028483417,69
ST7021,ST,REM,2.9170687863970093,176
ST7022,ST,Wake,39.06321772036802,74
ST7022,ST,REM,8.706581889816228,159
ST7041,ST,Wake,64.0786369502798,55
ST7041,ST,REM,9.87190667584198,218
ST7042,ST,Wake,17.702870473419487,110
ST7042,ST,REM,4.853358476480077,216
ST7051,ST,Wake,21.01604558196926,74
ST7051,ST,REM,3.510377698149806,225
ST7052,ST,Wake,15.70591356162466,111
ST7052,ST,REM,2.7761484179664184,226
ST7061,ST,Wake,25.884259131684683,49
ST7061,ST,REM,3.813411312246883,271
ST7062,ST,Wake,9.097816828580276,52
ST7062,ST,REM,3.0551124674787893,246
ST7071,ST,Wake,10.863951935022875,332
ST7071,ST,REM,1.9633166549179326,68
ST7072,ST,Wake,14.801709692846194,240
ST7072,ST,REM,3.577811291792287,112
ST7081,ST,Wake,7.59663333976933,163
ST7081,ST,REM,3.4651567939494474,88
ST7082,ST,Wake,17.600993990116137,154
ST7082,ST,REM,11.728773832170253,111
ST7091,ST,Wake,17.962193637780054,140
ST7091,ST,REM,3.8408252504970344,186
ST7092,ST,Wake,33.392607378279784,200
ST7092,ST,REM,5.5978045524850755,160
ST7101,ST,Wake,6.594187573178372,131
ST7101,ST,REM,2.1787736525838257,231
ST7102,ST,Wake,5.1812515619809565,55
ST7102,ST,REM,1.8673611966956607,343
ST7111,ST,Wake,13.901195181064798,45
ST7111,ST,REM,4.4336791348484335,315
ST7112,ST,Wake,12.090838835737474,49
ST7112,ST,REM,3.142661855464216,293
ST7121,ST,Wake,11.709783520595199,70
ST7121,ST,REM,4.398527177174586,267
ST7122,ST,Wake,8.425949624519738,90
ST7122,ST,REM,5.031799982910358,144
ST7131,ST,Wake,18.27747656410131,18
ST7131,ST,REM,3.633879711336686,162
ST7132,ST,Wake,9.728431763216895,60
ST7132,ST,REM,4.952107629089838,216
ST7141,ST,Wake,24.12380790960432,43
ST7141,ST,REM,2.866634450752401,208
ST7142,ST,Wake,46.490526069592434,35
ST7142,ST,REM,2.132637356897625,249
ST7151,ST,Wake,15.057258885224842,104
ST7151,ST,REM,2.598337110015455,143
ST7152,ST,Wake,15.676923548826474,56
ST7152,ST,REM,2.6019378747998383,200
ST7161,ST,Wake,8.770204537526439,124
ST7161,ST,REM,2.885156478415489,192
ST7162,ST,Wake,7.544018394724448,158
ST7162,ST,REM,2.3711466643959525,80
ST7171,ST,Wake,6.661554589319041,225
ST7171,ST,REM,2.719732667053839,129
ST7172,ST,Wake,9.02433962607271,140
ST7172,ST,REM,4.3596853537140134,148
ST7181,ST,Wake,7.7575285800330835,108
ST7181,ST,REM,2.8118058821300305,136
ST7182,ST,Wake,9.682402321766242,46
ST7182,ST,REM,3.615160437991388,251
ST7191,ST,Wake,37.69208904270271,71
ST7191,ST,REM,5.915265951506688,200
ST7192,ST,Wake,11.838123486955277,21
ST7192,ST,REM,2.1081116603522445,232
ST7201,ST,Wake,42.0956864809389,16
ST7201,ST,REM,4.11576263750678,134
ST7202,ST,Wake,45.49209333090441,21
ST7202,ST,REM,7.783721158053867,174
ST7211,ST,Wake,8.98218726664772,172
ST7211,ST,REM,2.711423028992572,156
ST7212,ST,Wake,19.752222313950302,155
ST7212,ST,REM,5.085027952146479,144
ST7221,ST,Wake,11.943386382795445,151
ST7221,ST,REM,1.7728095282590806,231
ST7222,ST,Wake,110.99969333807715,85
ST7222,ST,REM,13.039000007744292,200
ST7241,ST,Wake,23.98777952834337,27
ST7241,ST,REM,7.017166139509734,237
ST7242,ST,Wake,24.92146577881884,17
ST7242,ST,REM,3.1468921660518587,170
