epoch,label,mean,std,rms,ptp,zcr,delta,theta,alpha,sigma,beta
16,Wake,-0.14344126984127,20.578733935959363,20.57923384883167,160.35164835164835,0.12770923641213738,0.7771444670611141,0.1364860188442468,0.03143678650683657,0.016685409620034508,0.04629073143092498
17,Wake,0.15553797313797288,27.09286507875539,27.09331154061332,175.73040293040293,0.09336445481827275,0.7945244314901322,0.11955339867331875,0.02878226038017202,0.015689426000729815,0.04828658611684415
18,Wake,0.16741587301587257,25.392365017509505,25.392916911158085,182.2945054945055,0.09669889963321107,0.8282759358074159,0.1053016898408326,0.023691805933237404,0.014957443248060864,0.03183013782177729
19,Wake,0.14497289377289357,17.88548470677594,17.88607224452157,152.1934065934066,0.21907302434144715,0.737048403677341,0.1112466950115645,0.04224383112373274,0.027878576576647694,0.10166568082254271
20,Wake,-0.032257875457875285,20.036664742985696,20.036690709629045,207.7069597069597,0.17505835278426143,0.8269694071241515,0.08456742101717891,0.027598238503510716,0.01695769402296503,0.049077866511314044
21,Wake,0.061483760683760616,14.216828636768225,14.216961586079528,115.24688644688644,0.12637545848616205,0.7301171409734944,0.14059112204558402,0.0509228976470005,0.0322497281107368,0.07226113023935768
22,Wake,0.6447511599511598,14.268860347526523,14.28341974722696,129.21904761904761,0.20006668889629878,0.723342620003004,0.09918253302620639,0.06113026127103903,0.043191299613644846,0.10710899430339993
23,Wake,0.13550183150183154,12.847572262649326,12.848286803707982,121.06080586080586,0.19906635545181728,0.668287307414357,0.15484898195565244,0.05820303939757117,0.038918172799566365,0.11154029193866319
24,Wake,0.12052942612942646,18.057026351198683,18.0574286095902,144.31648351648352,0.14204734911637212,0.8038944109350378,0.10400573819393974,0.03089149960476602,0.021509888931514464,0.05552636190001538
25,Wake,-0.08023833943833934,27.49183292822381,27.49195002076948,185.38901098901098,0.1353784594864955,0.8646219604449199,0.07193930956053585,0.02127363127510414,0.01086188378977543,0.034857717470256906
26,Wake,-0.3104820512820515,23.970551922992676,23.972562620568045,166.6344322344322,0.09536512170723574,0.837975156984948,0.09115882600143092,0.024330938029333532,0.017913616573421217,0.03800034332712101
27,Wake,0.7860356532356535,15.408480775991157,15.428516839678615,149.19267399267397,0.2004001333777926,0.6321342212184876,0.16007766249563404,0.06456438163930613,0.04552322098848509,0.1345566944826319
28,Wake,0.37852991452991447,22.555707140748375,22.558883161969725,171.9794871794872,0.11237079026342114,0.7722495817589389,0.11407441740715918,0.043805560727196775,0.02345574870969567,0.06346504294727631
29,Wake,0.5237841269841268,26.14156094867218,26.14680780984216,196.17289377289376,0.1237079026342114,0.8702735487180839,0.07697347880146937,0.019655397118927477,0.012308623521080066,0.029865088169083426
30,Wake,-0.17885616605616625,22.027608849743906,22.02833496125961,214.55238095238093,0.1683894631543848,0.7963590762314477,0.1103975585276615,0.03165514521164912,0.025108263965814705,0.055633968993497304
31,Wake,0.22714920634920635,13.242159804777096,13.244107861883307,125.74945054945056,0.21240413471157052,0.6283550140517086,0.21258878317258012,0.05097567299292011,0.03169073229959825,0.09695768408421178
32,Wake,0.17629304029304027,17.985972568596864,17.98683653326439,164.38388278388277,0.1533844614871624,0.849237420989151,0.07321773418704734,0.02595905407720891,0.015512855440075694,0.04237084580335261
33,Wake,0.22636776556776556,18.392015928571322,18.393408935869108,143.94139194139194,0.14438146048682896,0.7523805796579127,0.13351041125451973,0.03691509440842507,0.024097871411240947,0.07164777747059567
34,Wake,0.216240293040293,17.51982467131281,17.52115910486162,132.407326007326,0.14471490496832276,0.7264979188596179,0.16037412979532714,0.04226875760818295,0.02066368474549427,0.06034199745774359
35,Wake,0.14781733821733842,26.333308276814545,26.333723146703488,189.51501831501832,0.09969989996665556,0.8362373566523511,0.09493609571827648,0.025808244392749372,0.01446430238683736,0.035301376118650966
36,Wake,0.056169963369963244,22.889942983793773,22.890011901834278,193.07838827838827,0.16072024008002667,0.7788143212650521,0.09893238825805299,0.03653918535581422,0.02251144608447219,0.08119865059791066
37,Wake,0.17957509157509147,19.6152865398195,19.61610851450252,155.00659340659342,0.12904301433811272,0.8329313580308165,0.10015673034453501,0.025076193303801075,0.013677646990406422,0.03355642056729524
38,Wake,0.18842100122100128,14.147837927595965,14.149092568049163,124.15531135531135,0.19806602200733578,0.6596413894879215,0.18180146743941616,0.04658748767983747,0.0343119750485761,0.10143231852794093
39,Wake,0.2427467643467644,19.113698092179323,19.115239489752156,157.53846153846155,0.162054018006002,0.820091753439622,0.09859946000893349,0.027290242661223037,0.016517021601113187,0.051149180856383425
40,Wake,0.45676776556776594,28.0842603016141,28.087974535029748,202.83076923076922,0.11003667889296433,0.8765105558326386,0.06705614314442009,0.021331115947100663,0.01224531357259749,0.02978917800685764
41,Wake,-0.5535101343101344,21.948548337889967,21.955526584654635,224.3047619047619,0.14004668222740912,0.8881338317825154,0.06549488053641958,0.016784747219498013,0.007656239033100523,0.023169587229653628
42,Wake,0.042791697191697495,28.920677811381164,28.9207094691514,215.49010989010986,0.10203401133711237,0.8731012701828756,0.07539216585248433,0.01755255969666677,0.011402481726093221,0.029812781943334307
43,Wake,0.5458832722832723,20.893036359175035,20.900166431221756,200.95531135531138,0.16672224074691563,0.8229136408292349,0.08042799176920183,0.028288185948953173,0.0200755309817136,0.06224306163440084
44,Wake,0.5791101343101344,18.07673229434122,18.086006164682665,168.97875457875458,0.12904301433811272,0.6542008705898288,0.14794034799454187,0.06919289951652179,0.039285874194582564,0.12091731669255315
45,Wake,-0.22608644688644655,20.394777254268067,20.396030357220884,149.75531135531133,0.15505168389463153,0.7337915628519781,0.14419453074058228,0.038317133492684216,0.023913746878819413,0.07714537568231665
46,Wake,-0.058608058608058435,17.21407242595088,17.21417219590928,151.44322344322345,0.19473157719239748,0.7070348760947334,0.13745421759798876,0.05520360452242196,0.0373432577418001,0.09422679676301265
47,Wake,0.3735286935286935,19.277445450457893,19.28106394316115,190.64029304029305,0.1867289096365455,0.6662160187554476,0.14457029452783235,0.057528414467917684,0.04009237764102417,0.12346280836547655
48,Wake,0.10046202686202674,25.626569781573092,25.62676669790156,224.3985347985348,0.17105701900633544,0.8725894691055782,0.06798015044129373,0.021612203653659335,0.014417068969241944,0.033646571638177185
49,Wake,-0.16338363858363836,21.293823429901394,21.294450227164223,150.97435897435898,0.10303434478159386,0.8266538443540734,0.09742569249995355,0.030729244813853418,0.018362088831915663,0.035817193253146966
50,Wake,0.4296986568986566,17.727661995137876,17.73286893736026,165.4153846153846,0.11903967989329776,0.7614845177771415,0.11977527939201621,0.03963587563126483,0.025086482237212764,0.07256137863989078
51,Wake,0.18613919413919408,19.850811718062268,19.851684403736453,164.47765567765566,0.12070690230076692,0.8839915318477035,0.05668312712039064,0.019157301663993178,0.011831659024929124,0.03654376197688606
52,Wake,-0.25490598290598243,22.186451719318196,22.18791601195927,158.66373626373627,0.13171057019006335,0.7720785902250206,0.12956270260506955,0.03658611171186176,0.020040044425040916,0.052256243061075715
53,Wake,0.6472205128205128,20.071869427868904,20.082301579292004,167.94725274725275,0.160053351117039,0.79514502362149,0.09444598687040298,0.035941121496173616,0.02543398028901388,0.06837934581601676
54,Wake,0.14047179487179492,17.883976131971693,17.88452779958385,164.0087912087912,0.2184061353784595,0.6456879298102877,0.14585769032188647,0.059810878047225305,0.04386808268898613,0.14070215879930414
55,Wake,0.4671765567765566,23.79994537011224,23.804530105749382,177.04322344322344,0.15371790596865623,0.8265966585738073,0.08375331670459175,0.02285952716823458,0.01927789686507153,0.05761019804945733
56,Wake,0.17516776556776556,17.364944184924976,17.36582765927538,154.91282051282053,0.2654218072690897,0.7147420545278613,0.1302739127150364,0.03804197529132509,0.027121473712896256,0.11002183887329928
57,Wake,-0.20705054945054935,12.059438924310594,12.06121623631735,110.55824175824176,0.2630876958986329,0.4180880707556013,0.37638310602796626,0.06627648472768422,0.042255059923204996,0.12971061358164954
58,Wake,0.2352449328449329,9.748190293337219,9.751028364923528,103.9003663003663,0.2684228076025342,0.548068451739672,0.2698823713199368,0.06454129279195145,0.02819544077417124,0.09902430269622953
59,Wake,0.4161953601953598,21.54775871530882,21.551777751058385,169.16630036630036,0.14038012670890296,0.8239170641941506,0.09237739614666678,0.02883456203038136,0.01365988138673045,0.04841521070676293
60,Wake,0.2939155067155066,18.6062958615445,18.60861714401196,139.15897435897435,0.12570856952317438,0.766677824022919,0.1322313908436296,0.03209262747300598,0.019515261949800942,0.05660216712942179
61,Wake,0.0910534798534798,19.42143391133797,19.421647353112505,154.35018315018317,0.15638546182060686,0.7780332179181133,0.13083900950689067,0.029578644117236597,0.021002020687079872,0.05395520035856114
62,Wake,0.14034676434676438,14.906591963437801,14.907252636843957,140.1904761904762,0.1833944648216072,0.6646270317018829,0.16852503920125397,0.052805307819064375,0.03248531853457593,0.10986846454877508
63,Wake,0.12090451770451796,21.20498404722456,21.205328725239074,188.10842490842492,0.1480493497832611,0.8275497006326921,0.09182893510024118,0.02754808498869172,0.018406743515581924,0.048373565330035444
64,Wake,0.17494896214896224,20.423488258017723,20.424237556509784,173.57362637362638,0.16905635211737247,0.8375092311760928,0.09083663530643687,0.020894168008418857,0.013753611446577703,0.04516189228790182
65,Wake,0.27666129426129416,22.01113317421819,22.01287180458086,197.1106227106227,0.15305101700566856,0.772101321070336,0.10061079313210819,0.0381031543954538,0.026846489963479218,0.07692959390892079
66,Wake,0.22277313797313814,27.384254657145608,27.38516078094856,188.01465201465203,0.1130376792264088,0.8472212608075623,0.08786610345538604,0.022881137298486936,0.011369345822366953,0.037920798032205404
67,Wake,-0.2138959706959707,22.117908345001283,22.118942584223085,171.8857142857143,0.11903967989329776,0.8696878632231416,0.07818164146866821,0.017796496005428517,0.010795483675739322,0.02606672807901368
68,Wake,0.2822876678876676,32.2258424558148,32.22707880516689,198.79853479853477,0.0800266755585195,0.8779021538035117,0.08006707419681577,0.016876566972554127,0.008281493144506952,0.01949619248766989
69,Wake,0.563262515262515,23.038342272397742,23.045226822950745,154.0688644688645,0.11737245748582861,0.8528997105119931,0.09056061249462082,0.020514569499184707,0.011304839926824432,0.029458552106791814
70,Wake,-0.19257826617826596,34.96874106163514,34.96927133676497,248.49816849816852,0.1023674558186062,0.8499238904281206,0.08507373545040636,0.021767640571388604,0.013053320335896552,0.03584768970893149
71,Wake,0.5710456654456652,23.5550672620929,23.56198817743836,236.30769230769232,0.10903634544848283,0.8625025839705768,0.06710936755751339,0.026446436911671062,0.014197679253503188,0.0404795138642756
72,Wake,0.13231355311355333,24.185214570482092,24.18557650122479,213.42710622710624,0.10336778926308769,0.8410023897893971,0.09112913471155691,0.019030311647546042,0.011251582603712574,0.03760193025043254
73,Wake,0.18329474969474988,16.61511412085865,16.61612512634706,165.04029304029305,0.13137712570856952,0.7857536506929739,0.09758211414393628,0.043569368776577855,0.03026911790466689,0.06632142843622539
74,Wake,0.13759609279609228,20.285691875074896,20.286158520903665,202.64322344322343,0.1247082360786929,0.8450624205025659,0.08354898772191059,0.03146143759402715,0.014372343556746135,0.03491024482536397
75,Wake,0.42060268620268615,13.733876919267823,13.7403159298918,138.87765567765567,0.1790596865621874,0.763478501217381,0.13315589711486234,0.032617769565001106,0.016723621362727543,0.062422067452065716
76,Wake,-0.047292796092796,19.7268241907306,19.726880880173535,169.82271062271062,0.13771257085695232,0.7907151440317943,0.11671354568649521,0.03762689850240182,0.015702016107127452,0.04804204278657673
77,Wake,0.8709313797313795,24.255259540189154,24.270890730052283,195.7040293040293,0.12504168056018672,0.8524029399257613,0.0854652486959797,0.023424248016376596,0.012279725802132022,0.030020254068414274
78,Wake,-0.7343042735042735,22.620125678085117,22.632041190720127,190.82783882783883,0.164054684894965,0.7645725089993765,0.10082077274430669,0.04021969134263142,0.028701640216196443,0.0854620925055216
79,Wake,0.5433826617826617,16.11845424828229,16.127610860604722,133.5326007326007,0.1800600200066689,0.6892401150502706,0.1511898004462558,0.05166980710701295,0.035800627435209474,0.10036876871687647
80,Wake,0.6715076923076925,17.849959235616073,17.86258568332099,160.16410256410256,0.18306102034011337,0.8364180656375868,0.07136498509987936,0.027265258926660596,0.017584016293577996,0.05694002893894596
81,Wake,-0.368152380952381,15.98901293233934,15.993250786694855,137.0959706959707,0.20406802267422475,0.8055747006178491,0.08496604577146813,0.035817685460233534,0.021518286508883856,0.06812751146555121
82,Wake,-0.12231111111111098,20.05410614592023,20.054479133593492,171.51062271062273,0.14104701567189062,0.8459406610946608,0.08330564963704479,0.02672256884194182,0.014032284777119392,0.04128713165628826
83,Wake,0.6449387057387056,21.03068872881192,21.04057542802327,185.389010989011,0.14038012670890296,0.8581953630082947,0.07583972946357642,0.01941901506585453,0.012911158234522688,0.03762320283707505
84,Wake,0.35339877899877886,26.23845260414656,26.240832413569564,219.8974358974359,0.12437479159719907,0.8851725336067411,0.06592474362499709,0.017133911065051462,0.008715341702028792,0.026044723174679468
85,Wake,-0.21842832722832697,24.34111435943717,24.342094387980136,171.8857142857143,0.11770590196732245,0.8309024737578284,0.1045696041445976,0.021689455562123094,0.011490073834858306,0.03599094965975411
86,Wake,0.33842637362637334,36.951541944931805,36.95309167740123,206.95677655677656,0.09436478826275425,0.8841975960017325,0.0685700083386902,0.0174628195766288,0.009941841544851426,0.024637540877885146
87,Wake,-0.17948131868131895,28.008317969527763,28.008893034640398,184.07619047619048,0.12937645881960655,0.843337704974662,0.08198534104163555,0.024898512742436457,0.015166040707474335,0.04232330723367906
88,Wake,0.2541870573870577,32.02341507136501,32.024423865123175,208.08205128205128,0.09103034344781594,0.8259144560553127,0.09303478887450205,0.02581308470385716,0.017868932230553674,0.04987162783980564
89,Wake,0.24284053724053775,39.601697975937014,39.602442526993975,285.8197802197802,0.08936312104034679,0.8765750480117009,0.07574086927685798,0.01573954719659439,0.009404428637831927,0.024121699247555254
90,Wake,0.35761855921855945,33.25490260341471,33.2568254377428,206.4879120879121,0.10936978992997666,0.8575318180506626,0.09206842604273843,0.017025628845100036,0.00814669158987807,0.029533023011868293
91,Wake,0.15238095238095253,36.16756538755235,36.16788639134894,253.84322344322345,0.12970990330110035,0.8248118187812066,0.10489619148188413,0.024319890791312446,0.013926710157903928,0.03782805022568272
92,Wake,0.2358388278388286,42.28137425108591,42.282031981837235,266.59633699633696,0.09236412137379127,0.8348153961906771,0.10356926330092783,0.023127551610065494,0.012897307002298117,0.02918630188125507
93,Wake,-0.31551452991452983,37.86585743654007,37.867171914772875,250.84249084249083,0.12204068022674225,0.774580887661332,0.1367025807622294,0.03034488562841798,0.02128034953152419,0.04912121870567199
94,Wake,0.14175335775335754,34.623878494448064,34.62416866890435,219.52234432234434,0.13437812604201402,0.8318628127429647,0.10405354550803345,0.023133229428822462,0.015013441692801912,0.03613951453414874
95,Wake,0.5861118437118441,33.35742463521702,33.36257342273708,210.98901098901098,0.13171057019006335,0.8368530534439709,0.10128480400770791,0.018149429801701526,0.01168947504652883,0.03271526110684209
96,Wake,0.1357518925518926,28.01900280622887,28.019331662832226,171.7919413919414,0.10003334444814939,0.8419433423720549,0.112150296143042,0.015877420137647393,0.011729418773026117,0.024066178894010835
97,Wake,0.16525909645909687,27.8528486619294,27.85333892288867,195.7040293040293,0.14238079359786596,0.8413918774362316,0.10549634582127054,0.01801999793382723,0.009873475070938857,0.027722628689203336
98,Wake,-0.5103746031746025,29.477984488364253,29.48240240773823,187.07692307692307,0.10270090030010004,0.8527436533881176,0.09084255868622493,0.01906152338507639,0.012927980638057094,0.03071142300933279
99,Wake,0.728459096459097,26.553555766217908,26.56354600735486,204.8937728937729,0.1203734578192731,0.823065734967079,0.11447160194911256,0.024043118680661616,0.010955501782105843,0.028282278632282526
100,Wake,-0.04332307692307677,31.87301684395088,31.873046287165124,225.8051282051282,0.10003334444814939,0.8940421020713389,0.06658623119903445,0.015512139368918735,0.007581132882731362,0.018922703841920963
101,Wake,0.6246525030525027,23.680505825426504,23.688743041740906,174.13626373626374,0.11437145715238413,0.7817391043734706,0.16794973102907895,0.0190592328317974,0.012881212369018456,0.023642625919574327
102,Wake,-0.4409201465201468,30.131148562236383,30.134374462649244,211.36410256410255,0.10736912304101368,0.8654042917474524,0.0839154079500172,0.01742988084569373,0.012952668430611767,0.027408509543460854
103,Wake,0.6276844932844939,31.03819769745626,31.044543870533655,221.6791208791209,0.10070023341113704,0.865786942200554,0.08218090089323811,0.01751438524081632,0.011110168811981382,0.02921334759084994
104,Wake,-0.2664713064713063,28.797386907168825,28.79861975231367,233.7758241758242,0.10203401133711237,0.8677496239779975,0.07740888409624305,0.020193262359893133,0.011003510329652853,0.02914119923403446
105,Wake,0.14215970695970676,27.927023192952063,27.927385015464036,213.8021978021978,0.12404134711570523,0.8461295443230301,0.06736250102860218,0.021045895806291005,0.01538278160519081,0.06073112262245012
106,Wake,0.09267887667887684,40.29821251928362,40.29831909178755,259.37582417582416,0.09536512170723574,0.8846714292771556,0.07565723425849659,0.01442452260482284,0.007569440994353171,0.021915717164563617
107,Wake,0.09149108669108698,40.79668347543674,40.796786064761484,272.785347985348,0.08402800933644548,0.8580651435240949,0.09816203749240532,0.015950640624462428,0.009407589752950505,0.022003537232963888
108,Wake,0.33967667887667896,18.68151206470558,18.684599895901247,150.7868131868132,0.15105035011670556,0.8316623152497074,0.10207052342470603,0.02270436226058582,0.01273165255409529,0.028505807568607634
109,Wake,0.330768253968254,21.13475493489878,21.137343111092783,170.38534798534798,0.15471823941313773,0.821605369572862,0.11172542546645024,0.02335048184414343,0.014360518849324391,0.03402352054216849
110,Wake,0.021098901098901175,15.579532549176184,15.579546835979144,168.97875457875458,0.15738579526508836,0.7945620771840014,0.11242443061419977,0.03359097060229622,0.020762332971114145,0.054629943658382814
111,Wake,1.0155604395604392,38.271226645640795,38.284698666287106,245.87252747252745,0.09836612204068022,0.8853736542594923,0.0706364970915666,0.018137105187240984,0.011946839626728704,0.022366219040282014
112,Wake,-0.5230964590964589,43.8966352179104,43.89975185988881,283.6630036630037,0.10103367789263087,0.8661822865267466,0.08104642472160171,0.021001089503698264,0.009275098273063373,0.022862294940877673
113,Wake,0.8316405372405367,48.09924325107143,48.10643228622263,286.75750915750916,0.06068689563187729,0.8548126803099098,0.10276857986645045,0.01968359226216563,0.009487055851285432,0.01709638622709363
114,Wake,-0.4016605616605619,36.960346251604186,36.96252867763872,269.8783882783883,0.12737579193064355,0.8546500550554849,0.07497899602298704,0.0221307706576323,0.01495477589414712,0.04329654377930981
115,Wake,0.21652161172161172,29.531605277234707,29.53239901969936,199.45494505494506,0.10636878959653218,0.8547632130371532,0.09102518191358724,0.02568864991722898,0.008491551749115455,0.017861310331271637
116,Wake,0.04116630036630041,20.104803151511238,20.1048452972238,190.64029304029305,0.13337779259753252,0.7473482512909609,0.1507785056633538,0.03153721141258992,0.020432853792015666,0.06131187574436718
117,Wake,-0.21464615384615393,25.71906882374956,25.7199645048769,194.95384615384614,0.12004001333777926,0.8379036601478881,0.09306011492132249,0.023715412585028028,0.014160894534042477,0.041139494212019484
118,Wake,0.46176898656898674,22.630578878012557,22.63528950446415,165.04029304029302,0.13171057019006335,0.8674016356854868,0.07523748358826414,0.021218182474062548,0.013695899474145694,0.029814416859308347
119,Wake,-0.024787301587301292,24.144622665993737,24.144635389534017,159.88278388278388,0.11870623541180393,0.8733601314235339,0.08046084537336803,0.016334601956872183,0.009080896406735988,0.01854508243541952
120,Wake,0.40853724053724044,17.9124635732171,17.91712180956348,156.50695970695972,0.15538512837612536,0.7764680514230669,0.12235695490942083,0.03163518768878509,0.017247198132658563,0.059668916119753786
121,Wake,0.28953943833943824,15.72270052862907,15.725366291419313,136.43956043956047,0.15538512837612536,0.7459513483002708,0.15252072106034556,0.02996199592071718,0.022940457522319217,0.061019283789661934
122,Wake,0.2133958485958486,21.97086000608811,21.971896304036207,203.20586080586082,0.1247082360786929,0.8435959666163044,0.10822844317192352,0.016756037727939727,0.009790254861761948,0.024655700214362607
123,Wake,-0.07795653235653247,22.31533005835164,22.315466224887828,159.22637362637363,0.15171723907969323,0.8431284792116487,0.08581778185891031,0.02398319164318241,0.019023917691769185,0.038247406730306625
124,Wake,0.11956043956043937,19.469473713533265,19.46984081549386,143.56630036630037,0.15705235078359453,0.7913712886603806,0.12456888528143266,0.025368980076189023,0.01838788057711006,0.047352909846312644
125,Wake,0.44142026862026873,20.703874329821144,20.708579480944024,145.06666666666666,0.12137379126375458,0.799587823128496,0.12404443948670207,0.03028714173464072,0.013978210854621073,0.03623528280189078
126,Wake,0.25099877899877904,20.351268841272464,20.352816606966375,182.48205128205126,0.13504501500500166,0.8716167951538351,0.06733708850146151,0.022300303119826073,0.012095713796076865,0.029479180657966696
127,Wake,-0.6912937728937729,25.544710627679336,25.554062849815395,193.07838827838827,0.12237412470823608,0.8165867585929663,0.11011795994784009,0.02638166267046954,0.014468032633756258,0.039592357005550444
128,Wake,0.7853479853479856,33.53098568820771,33.5401814646385,233.21318681318684,0.11070356785595198,0.8895186612018584,0.06307175837986514,0.016937353013902697,0.009510228056017686,0.025816033166198852
129,Wake,0.5046857142857145,24.151652664183953,24.156925178540167,161.0080586080586,0.12537512504168055,0.8484955174425317,0.10095724056881167,0.017417326423871806,0.011920899360178223,0.02540308529324544
130,Wake,-0.24112136752136787,28.141718954994317,28.14275191333928,217.08424908424908,0.10003334444814939,0.8670033548782293,0.09360112478446493,0.012124556957879755,0.0078046499567394545,0.021135276319713313
131,Wake,0.43010500610500624,20.777624939923804,20.782076134506397,194.0161172161172,0.14838279426475492,0.8251173526475909,0.10999776922852066,0.021851363988410172,0.013719415443054434,0.03889917147455052
132,Wake,0.017785592185592235,20.280446955398922,20.280454754221832,142.9098901098901,0.160053351117039,0.7933901392554792,0.12435416726948993,0.025994686782086808,0.018530330212028538,0.04868215617831469
133,Wake,0.624246153846154,18.26475349203125,18.275418008495986,141.12820512820514,0.15005001667222406,0.7664466406323296,0.1236907877826258,0.03868553799521114,0.019886866453240053,0.061430603843578326
134,Wake,-0.2508424908424909,19.477219898854894,19.47883510232481,182.4820512820513,0.11337112370790263,0.7989211888110656,0.14610615688630244,0.019291810103946563,0.012390927418942122,0.02717726083220178
135,Wake,0.3515858363858363,20.608985205471352,20.611983985043366,156.6007326007326,0.1150383461153718,0.8675236353550726,0.07631806993389235,0.022850849924058662,0.012531702888915964,0.02833763440134879
136,Wake,0.2259614163614163,25.861831868000497,25.86281899040416,219.8974358974359,0.10470156718906302,0.8725437036379556,0.08330608394359527,0.017379848545712718,0.010349458309283313,0.022080392947266853
137,Wake,0.10974554334554326,19.13803474082648,19.138349401799662,128.37509157509157,0.11703901300433478,0.7844451061033781,0.140824758620687,0.026136237536306853,0.016986931923287898,0.03676320447665612
138,Wake,0.33192478632478634,19.552363911910753,19.555181119272884,139.06520146520148,0.14471490496832276,0.8149112809120032,0.1094928666953293,0.028393054422920956,0.01748674015031654,0.043330427656669654
139,Wake,-0.1184351648351651,18.94863649903913,18.949006624648888,146.28571428571428,0.15305101700566856,0.7944343979912566,0.09550754464486327,0.03846223842196292,0.023627884303395102,0.06342082687357782
140,Wake,0.5150319902319902,22.559510128181717,22.565388433937844,178.73113553113552,0.12937645881960655,0.8258325259882207,0.09974392392824237,0.025614801654461776,0.020417481457128833,0.04529374630917602
141,Wake,0.05645128205128217,18.123209008208576,18.12329692695172,149.75531135531136,0.13871290430143382,0.8158102507370474,0.1006899395816824,0.028732532009435256,0.021963427523918135,0.045680005498289954
142,Wake,0.047980463980463905,25.772014853704924,25.77205951693638,186.98315018315017,0.09936645548516172,0.8628773334641294,0.08600407797929151,0.015601305461788569,0.010465485409826156,0.0276925817390944
143,Wake,-0.34436532356532357,24.404542638148605,24.406972136118963,190.82783882783883,0.13771257085695232,0.8305891990040621,0.09776170237947934,0.023702052393595848,0.015785354874667663,0.03858491020612253
144,Wake,0.8533333333333335,20.95144789131216,20.968818434049794,167.0095238095238,0.14404801600533512,0.8273965571114013,0.09939594351909246,0.02699631950485504,0.018541732314872796,0.04009411215279617
145,Wake,0.21477118437118414,25.163656314839585,25.164572831522538,156.9758241758242,0.11470490163387796,0.843087274131864,0.08787210103538898,0.022876660525009487,0.014015764082421292,0.040726724255438496
146,Wake,0.24355946275946228,24.462106128883548,24.46331861119136,181.54432234432235,0.12904301433811272,0.8213705072135559,0.10498735400488853,0.024624990043117127,0.01706288813964717,0.04219529314312002
147,Wake,0.2733792429792426,25.29031606000907,25.291793582615774,170.85421245421247,0.10536845615205068,0.8701176494619018,0.06986988084868256,0.02057648371985741,0.013044971430383863,0.030513248446838497
148,Wake,-0.045229792429792304,20.403659230554126,20.40370936204248,176.0117216117216,0.14038012670890296,0.8043949383015807,0.12128156140252037,0.02784591767120423,0.016566129330280368,0.039315945429934204
