file,cohort,ch,jump_rate,flat1s_rate,std_med
SC4091E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,29.269585955032998
SC4091E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,13.96650086786606
SC4091E0-PSG.edf,SC,EOG horizontal,0.0,0.0,70.25195742854562
SC4092E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,40.16012901437039
SC4092E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,14.871017239965823
SC4092E0-PSG.edf,SC,EOG horizontal,0.0,0.0,74.2819933275313
SC4101E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,16.52794594621332
SC4101E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.49896771896773
SC4101E0-PSG.edf,SC,EOG horizontal,0.0,0.0,58.66129596499029
SC4102E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,19.858305909899332
SC4102E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.386776250974426
SC4102E0-PSG.edf,SC,EOG horizontal,0.0,0.0,67.81982224070296
SC4111E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,30.002563526253248
SC4111E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.920127929075498
SC4111E0-PSG.edf,SC,EOG horizontal,0.0,0.0,72.30635622231662
SC4112E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,30.457859224020673
SC4112E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.457055789206246
SC4112E0-PSG.edf,SC,EOG horizontal,0.0,0.0,81.8388173522166
SC4121E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.9758963564178
SC4121E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,5.984002542294651
SC4121E0-PSG.edf,SC,EOG horizontal,0.0,0.0,43.27398568046951
SC4122E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,22.876289520921958
SC4122E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,5.629069426614734
SC4122E0-PSG.edf,SC,EOG horizontal,0.0,0.0,75.05599667602252
SC4131E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,27.406672118741362
SC4131E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.085269137384085
SC4131E0-PSG.edf,SC,EOG horizontal,0.0,0.0,68.56136941299695
SC4141E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.5102593855006
SC4141E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.304223643026607
SC4141E0-PSG.edf,SC,EOG horizontal,0.0,0.0,63.66417138780796
SC4142E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.794961932805826
SC4142E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.892516311045426
SC4142E0-PSG.edf,SC,EOG horizontal,0.0,0.0,84.12113230817715
SC4151E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.52419345055799
SC4151E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.98570244073888
SC4151E0-PSG.edf,SC,EOG horizontal,0.0,0.0,62.61844686814601
SC4152E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.93354202791093
SC4152E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.240473145948496
SC4152E0-PSG.edf,SC,EOG horizontal,0.0,0.0,68.37525498142739
SC4161E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,30.85015951042376
SC4161E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.737814697768707
SC4161E0-PSG.edf,SC,EOG horizontal,8.33472245374229e-06,0.0,63.001184258646234
SC4162E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,27.023817250715673
SC4162E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.740783434819775
SC4162E0-PSG.edf,SC,EOG horizontal,0.0,0.0,45.79344263955062
SC4171E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,22.380623589887986
SC4171E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.217963751219639
SC4171E0-PSG.edf,SC,EOG horizontal,0.0,0.0,36.91090847467127
SC4172E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,22.357146992427904
SC4172E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.621572425180581
SC4172E0-PSG.edf,SC,EOG horizontal,0.0,0.0,24.92963314832722
SC4181E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.84271012550638
SC4181E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.40124122294197
SC4181E0-PSG.edf,SC,EOG horizontal,0.0,0.0,61.88410662249204
SC4182E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.286936729180486
SC4182E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.669176523539154
SC4182E0-PSG.edf,SC,EOG horizontal,0.0,0.0,65.30505813248426
SC4191E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,18.51033222220771
SC4191E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.518067299625343
SC4191E0-PSG.edf,SC,EOG horizontal,0.0,0.0,31.062877145458835
SC4192E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.169824452031904
SC4192E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.45609695213421
SC4192E0-PSG.edf,SC,EOG horizontal,0.0,0.0,22.88704419612902
SC4201E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,24.659226337145675
SC4201E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.107943169473335
SC4201E0-PSG.edf,SC,EOG horizontal,0.0,0.0,77.92910229771618
SC4202E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.735530315270495
SC4202E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.967838821486746
SC4202E0-PSG.edf,SC,EOG horizontal,0.0,0.0,89.9924246668304
SC4211E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,27.550389155084588
SC4211E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.906648479065296
SC4211E0-PSG.edf,SC,EOG horizontal,0.0,0.0,62.38847374780656
SC4212E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.826776132264516
SC4212E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.096279234508095
SC4212E0-PSG.edf,SC,EOG horizontal,0.0,0.0,71.23203659091764
SC4221E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,28.650459017204348
SC4221E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,2.7115282984884086
SC4221E0-PSG.edf,SC,EOG horizontal,0.0,0.0,68.67189750815405
SC4222E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,35.17451406633721
SC4222E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.70624696666647
SC4222E0-PSG.edf,SC,EOG horizontal,0.0,0.0,75.19391016477452
SC4231E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,25.288206262188176
SC4231E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.163891670491473
SC4231E0-PSG.edf,SC,EOG horizontal,0.0,0.0,110.7334942550768
SC4232E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,28.508041865882124
SC4232E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.347164759582672
SC4232E0-PSG.edf,SC,EOG horizontal,0.0,0.0,116.05662012025039
SC4241E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,29.72780053493013
SC4241E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.115504491298173
SC4241E0-PSG.edf,SC,EOG horizontal,0.0,0.0,89.16514530616132
SC4242E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,26.59318427226733
SC4242E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.269890811790045
SC4242E0-PSG.edf,SC,EOG horizontal,9.16819469911652e-05,0.0,82.12162024298544
SC4251E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,25.828080853646448
SC4251E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.360509444323807
SC4251E0-PSG.edf,SC,EOG horizontal,0.0,0.0,89.86098627710109
SC4252E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,18.193004010287247
SC4252E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.534877875363517
SC4252E0-PSG.edf,SC,EOG horizontal,0.0,0.0,63.87292179768829
SC4261F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.956875119205154
SC4261F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.474344465692702
SC4261F0-PSG.edf,SC,EOG horizontal,0.0,0.0,50.83579455835691
SC4262F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,26.76459671831835
SC4262F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.550773879799015
SC4262F0-PSG.edf,SC,EOG horizontal,0.0,0.0,42.02356138027186
SC4271F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,26.779809530228974
SC4271F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.75289179862747
SC4271F0-PSG.edf,SC,EOG horizontal,0.0,0.0,59.574123229941016
SC4272F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,25.02103573148688
SC4272F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.200355350998507
SC4272F0-PSG.edf,SC,EOG horizontal,0.0,0.0,62.180123252260884
SC4281G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,28.591454355231093
SC4281G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.798199635267459
SC4281G0-PSG.edf,SC,EOG horizontal,0.0,0.0,60.111401506837964
SC4282G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.147429315263395
SC4282G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,16.60283406159668
SC4282G0-PSG.edf,SC,EOG horizontal,0.0,0.0,59.432429540440765
SC4291G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,29.938403194367666
SC4291G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.86266650252053
SC4291G0-PSG.edf,SC,EOG horizontal,0.0,0.0,88.89861841733116
SC4292G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,30.002716393598334
SC4292G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,13.549054894928462
SC4292G0-PSG.edf,SC,EOG horizontal,0.0,0.0,91.63822972493745
SC4301E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,24.577289998125636
SC4301E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.216202760466391
SC4301E0-PSG.edf,SC,EOG horizontal,0.0,0.0,91.57984237609432
SC4302E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,24.880881134183866
SC4302E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.774641774668373
SC4302E0-PSG.edf,SC,EOG horizontal,0.0,0.0,93.75069122056964
SC4311E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.577454851096917
SC4311E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.886796892891013
SC4311E0-PSG.edf,SC,EOG horizontal,0.0,0.0,54.98726570175995
SC4312E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,18.81034356719107
SC4312E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.057351378014252
SC4312E0-PSG.edf,SC,EOG horizontal,0.0,0.0,35.5014653391367
SC4321E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,15.250589745959406
SC4321E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,4.7327118942876325
SC4321E0-PSG.edf,SC,EOG horizontal,0.0,0.0,46.82344313266622
SC4322E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,11.98835226909646
SC4322E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.458718530093805
SC4322E0-PSG.edf,SC,EOG horizontal,0.0,0.0,45.72320833315665
SC4331F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.668417513649146
SC4331F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.065649487835858
SC4331F0-PSG.edf,SC,EOG horizontal,0.0,0.0,66.23332025985587
SC4332F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,28.87133866451066
SC4332F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.4604322559573
SC4332F0-PSG.edf,SC,EOG horizontal,8.33472245374229e-06,0.0,78.57385530120331
SC4341F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,10.5798205265511
SC4341F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.2313901106716765
SC4341F0-PSG.edf,SC,EOG horizontal,0.0,0.0,63.03241634046253
SC4342F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.293594805612933
SC4342F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.621480157197288
SC4342F0-PSG.edf,SC,EOG horizontal,0.0,0.0,109.93500000189084
SC4351F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,13.066353718887585
SC4351F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,3.9705207950384307
SC4351F0-PSG.edf,SC,EOG horizontal,0.0,0.0,21.0432904094478
SC4352F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,17.616074769615977
SC4352F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.732071405107403
SC4352F0-PSG.edf,SC,EOG horizontal,0.0,0.0,26.690827593046798
SC4362F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,19.90990323271421
SC4362F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.679021869326617
SC4362F0-PSG.edf,SC,EOG horizontal,0.0,0.0,6.951995754104971
SC4371F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,22.786041911602013
SC4371F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.133212726012589
SC4371F0-PSG.edf,SC,EOG horizontal,0.0,0.0,30.851422425548776
SC4372F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,27.29779621011108
SC4372F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.88886316117297
SC4372F0-PSG.edf,SC,EOG horizontal,0.0,0.0,42.09585712696472
SC4381F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,11.800607986179894
SC4381F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,5.249264436063779
SC4381F0-PSG.edf,SC,EOG horizontal,0.0,0.0,35.31269984270529
SC4382F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,18.279658808409465
SC4382F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.762739214594058
SC4382F0-PSG.edf,SC,EOG horizontal,0.0,0.0,44.57934594756169
SC4401E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,26.251556543402767
SC4401E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.230251423648902
SC4401E0-PSG.edf,SC,EOG horizontal,0.0,0.0,34.09034166912514
SC4402E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.019980160432198
SC4402E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.604389921089666
SC4402E0-PSG.edf,SC,EOG horizontal,0.0,0.0,43.86988409382631
SC4411E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.537816315008758
SC4411E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.365904088092655
SC4411E0-PSG.edf,SC,EOG horizontal,0.0,0.0,41.00342093540388
SC4412E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,40.21702324130081
SC4412E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.698746915838083
SC4412E0-PSG.edf,SC,EOG horizontal,0.0,0.0,99.69939941043114
SC4421E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,32.1574485737856
SC4421E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,15.6441644724178
SC4421E0-PSG.edf,SC,EOG horizontal,0.0,0.0,92.74316393877686
SC4422E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,32.68976924925853
SC4422E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.068324205418588
SC4422E0-PSG.edf,SC,EOG horizontal,0.0,0.0,96.4803830188435
SC4431E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,28.976832306626783
SC4431E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.148969433828022
SC4431E0-PSG.edf,SC,EOG horizontal,0.0,0.0,70.83080633976869
SC4432E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,29.518638563639755
SC4432E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.350192037244424
SC4432E0-PSG.edf,SC,EOG horizontal,0.0,0.0,115.72462935436755
SC4441E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,29.900866236411616
SC4441E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.075160714110154
SC4441E0-PSG.edf,SC,EOG horizontal,0.0,0.0,50.665507514774646
SC4442E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,36.818353155425925
SC4442E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.570243344680488
SC4442E0-PSG.edf,SC,EOG horizontal,0.0,0.0,74.25913581747326
SC4451F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.973436024973196
SC4451F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.535833011633413
SC4451F0-PSG.edf,SC,EOG horizontal,0.0,0.0,45.468783431715416
SC4452F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.144520237500053
SC4452F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.202921788393395
SC4452F0-PSG.edf,SC,EOG horizontal,0.0,0.0,47.30345620232188
SC4461F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,17.265129615636553
SC4461F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.456550054413032
SC4461F0-PSG.edf,SC,EOG horizontal,0.0,0.0,29.96853894748771
SC4462F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.409656343615808
SC4462F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.730057223580523
SC4462F0-PSG.edf,SC,EOG horizontal,0.0,0.0,36.34691217776211
SC4471F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.45941661017823
SC4471F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.920270852472834
SC4471F0-PSG.edf,SC,EOG horizontal,0.0,0.0,42.67180018007345
SC4472F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.72141292102127
SC4472F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.09301016281734
SC4472F0-PSG.edf,SC,EOG horizontal,0.0,0.0,42.77303280035128
SC4481F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,29.687343666708465
SC4481F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.305447140551038
SC4481F0-PSG.edf,SC,EOG horizontal,0.0,0.0,73.96667638986185
SC4482F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,30.00941620967509
SC4482F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,17.693704505294203
SC4482F0-PSG.edf,SC,EOG horizontal,0.0,0.0,102.35545034779268
SC4491G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,24.076940432955645
SC4491G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.68497522173839
SC4491G0-PSG.edf,SC,EOG horizontal,0.0036172695449241538,0.0,101.11744632698982
SC4492G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,17.695215334507044
SC4492G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.584425134944102
SC4492G0-PSG.edf,SC,EOG horizontal,0.0,0.0,62.11028307426551
SC4501E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,19.20848184999496
SC4501E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,15.555993572068719
SC4501E0-PSG.edf,SC,EOG horizontal,0.0,0.0,50.731594963513146
SC4502E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.50703640312686
SC4502E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.849536928922987
SC4502E0-PSG.edf,SC,EOG horizontal,0.0,0.0,30.500633153074986
SC4511E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.006799219367046
SC4511E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.21287202304959
SC4511E0-PSG.edf,SC,EOG horizontal,0.0,0.0,59.81008232775617
SC4512E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,22.468849784295813
SC4512E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,5.813401467335016
SC4512E0-PSG.edf,SC,EOG horizontal,0.0,0.0,49.34880073033969
SC4522E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,26.763566841200063
SC4522E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,5.904332955451357
SC4522E0-PSG.edf,SC,EOG horizontal,0.0,0.0,67.30795828356574
SC4531E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.930141124869618
SC4531E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.597549653006222
SC4531E0-PSG.edf,SC,EOG horizontal,0.0,0.0,51.97973657008927
SC4532E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,26.12210238084801
SC4532E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.140965387756511
SC4532E0-PSG.edf,SC,EOG horizontal,0.0,0.0,64.31050595646848
SC4541F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,16.54142626239588
SC4541F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,4.997930121236003
SC4541F0-PSG.edf,SC,EOG horizontal,0.0,0.0,32.00627825608958
SC4542F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,31.431984146956836
SC4542F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.822372145749027
SC4542F0-PSG.edf,SC,EOG horizontal,8.33472245374229e-06,0.0,46.77383807750379
SC4551F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,16.9139356935216
SC4551F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.183127849456254
SC4551F0-PSG.edf,SC,EOG horizontal,0.0,0.0,53.43375040998819
SC4552F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,15.541952758982173
SC4552F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.819596190900759
